Time Bucket (America/Chicago),Casa10-Mains_A (kWatts)
01/01/2023 19:45:00,0.0291
01/01/2023 20:00:00,0.0291
01/01/2023 20:15:00,0.0290
01/01/2023 20:30:00,0.0291
01/01/2023 20:45:00,0.0290
01/01/2023 21:00:00,0.0290
01/01/2023 21:15:00,0.0292
01/01/2023 21:30:00,0.0292
01/01/2023 21:45:00,0.0292
01/01/2023 22:00:00,0.0292
01/01/2023 22:15:00,0.0293
01/01/2023 22:30:00,0.0294
01/01/2023 22:45:00,0.0295
01/01/2023 23:00:00,0.0295
01/01/2023 23:15:00,0.0295
01/01/2023 23:30:00,0.0294
01/01/2023 23:45:00,0.0295
01/02/2023 00:00:00,0.0295
01/02/2023 00:15:00,0.0295
01/02/2023 00:30:00,0.0296
01/02/2023 00:45:00,0.0295
01/02/2023 01:00:00,0.0295
01/02/2023 01:15:00,0.0297
01/02/2023 01:30:00,0.0296
01/02/2023 01:45:00,0.0293
01/02/2023 02:00:00,0.0293
01/02/2023 02:15:00,0.0294
01/02/2023 02:30:00,0.0292
01/02/2023 02:45:00,0.0295
01/02/2023 03:00:00,0.0296
01/02/2023 03:15:00,0.0295
01/02/2023 03:30:00,0.0295
01/02/2023 03:45:00,0.0295
01/02/2023 04:00:00,0.0295
01/02/2023 04:15:00,0.0296
01/02/2023 04:30:00,0.0297
01/02/2023 04:45:00,0.0296
01/02/2023 05:00:00,0.0298
01/02/2023 05:15:00,0.0297
01/02/2023 05:30:00,0.0297
01/02/2023 05:45:00,0.0297
01/02/2023 06:00:00,0.0298
01/02/2023 06:15:00,0.0298
01/02/2023 06:30:00,0.0298
01/02/2023 06:45:00,0.0300
01/02/2023 07:00:00,0.0300
01/02/2023 07:15:00,0.0300
01/02/2023 07:30:00,0.0299
01/02/2023 07:45:00,0.0300
01/02/2023 08:00:00,0.0330
01/02/2023 08:15:00,0.0343
01/02/2023 08:30:00,0.0319
01/02/2023 08:45:00,0.0313
01/02/2023 09:00:00,0.0348
01/02/2023 09:15:00,0.0334
01/02/2023 09:30:00,0.0345
01/02/2023 09:45:00,0.0310
01/02/2023 10:00:00,0.0294
01/02/2023 10:15:00,0.0292
01/02/2023 10:30:00,0.0351
01/02/2023 10:45:00,0.0300
01/02/2023 11:00:00,0.0296
01/02/2023 11:15:00,0.0296
01/02/2023 11:30:00,0.0350
01/02/2023 11:45:00,0.0328
01/02/2023 12:00:00,0.0331
01/02/2023 12:15:00,0.0331
01/02/2023 12:30:00,0.0340
01/02/2023 12:45:00,0.0334
01/02/2023 13:00:00,0.0335
01/02/2023 13:15:00,0.0316
01/02/2023 13:30:00,0.0327
01/02/2023 13:45:00,0.0321
01/02/2023 14:00:00,0.0346
01/02/2023 14:15:00,0.0297
01/02/2023 14:30:00,0.0341
01/02/2023 14:45:00,0.0330
01/02/2023 15:00:00,0.0310
01/02/2023 15:15:00,0.0364
01/02/2023 15:30:00,0.0295
01/02/2023 15:45:00,0.0289
01/02/2023 16:00:00,0.0289
01/02/2023 16:15:00,0.0288
01/02/2023 16:30:00,0.0289
01/02/2023 16:45:00,0.0290
01/02/2023 17:00:00,0.0313
01/02/2023 17:15:00,0.0322
01/02/2023 17:30:00,0.0289
01/02/2023 17:45:00,0.0289
01/02/2023 18:00:00,0.0289
01/02/2023 18:15:00,0.0290
01/02/2023 18:30:00,0.0291
01/02/2023 18:45:00,0.0292
01/02/2023 19:00:00,0.0292
01/02/2023 19:15:00,0.0293
01/02/2023 19:30:00,0.0293
01/02/2023 19:45:00,0.0292
01/02/2023 20:00:00,0.0293
01/02/2023 20:15:00,0.0292
01/02/2023 20:30:00,0.0293
01/02/2023 20:45:00,0.0293
01/02/2023 21:00:00,0.0292
01/02/2023 21:15:00,0.0292
01/02/2023 21:30:00,0.0292
01/02/2023 21:45:00,0.0292
01/02/2023 22:00:00,0.0293
01/02/2023 22:15:00,0.0295
01/02/2023 22:30:00,0.0294
01/02/2023 22:45:00,0.0294
01/02/2023 23:00:00,0.0294
01/02/2023 23:15:00,0.0294
01/02/2023 23:30:00,0.0296
01/02/2023 23:45:00,0.0297
01/03/2023 00:00:00,0.0296
01/03/2023 00:15:00,0.0295
01/03/2023 00:30:00,0.0294
01/03/2023 00:45:00,0.0294
01/03/2023 01:00:00,0.0294
01/03/2023 01:15:00,0.0294
01/03/2023 01:30:00,0.0293
01/03/2023 01:45:00,0.0294
01/03/2023 02:00:00,0.0293
01/03/2023 02:15:00,0.0294
01/03/2023 02:30:00,0.0294
01/03/2023 02:45:00,0.0295
01/03/2023 03:00:00,0.0295
01/03/2023 03:15:00,0.0295
01/03/2023 03:30:00,0.0295
01/03/2023 03:45:00,0.0298
01/03/2023 04:00:00,0.0300
01/03/2023 04:15:00,0.0299
01/03/2023 04:30:00,0.0298
01/03/2023 04:45:00,0.0298
01/03/2023 05:00:00,0.0298
01/03/2023 05:15:00,0.0296
01/03/2023 05:30:00,0.0296
01/03/2023 05:45:00,0.0298
01/03/2023 06:00:00,0.0299
01/03/2023 06:15:00,0.0300
01/03/2023 06:30:00,0.0301
01/03/2023 06:45:00,0.0303
01/03/2023 07:00:00,0.0302
01/03/2023 07:15:00,0.0298
01/03/2023 07:30:00,0.0298
01/03/2023 07:45:00,0.0306
01/03/2023 08:00:00,0.0349
01/03/2023 08:15:00,0.0337
01/03/2023 08:30:00,0.0302
01/03/2023 08:45:00,0.0301
01/03/2023 09:00:00,0.0302
01/03/2023 09:15:00,0.0307
01/03/2023 09:30:00,0.0325
01/03/2023 09:45:00,0.0320
01/03/2023 10:00:00,0.0298
01/03/2023 10:15:00,0.0329
01/03/2023 10:30:00,0.0340
01/03/2023 10:45:00,0.0309
01/03/2023 11:00:00,0.0296
01/03/2023 11:15:00,0.0296
01/03/2023 11:30:00,0.0296
01/03/2023 11:45:00,0.0327
01/03/2023 12:00:00,0.0319
01/03/2023 12:15:00,0.0292
01/03/2023 12:30:00,0.0289
01/03/2023 12:45:00,0.0290
01/03/2023 13:00:00,0.0291
01/03/2023 13:15:00,0.0294
01/03/2023 13:30:00,0.0291
01/03/2023 13:45:00,0.0291
01/03/2023 14:00:00,0.0290
01/03/2023 14:15:00,0.0290
01/03/2023 14:30:00,0.0288
01/03/2023 14:45:00,0.0285
01/03/2023 15:00:00,0.0283
01/03/2023 15:15:00,0.0292
01/03/2023 15:30:00,0.0312
01/03/2023 15:45:00,0.0300
01/03/2023 16:00:00,0.0286
01/03/2023 16:15:00,0.0286
01/03/2023 16:30:00,0.0286
01/03/2023 16:45:00,0.0302
01/03/2023 17:00:00,0.0296
01/03/2023 17:15:00,0.0284
01/03/2023 17:30:00,0.0286
01/03/2023 17:45:00,0.0288
01/03/2023 18:00:00,0.0290
01/03/2023 18:15:00,0.0291
01/03/2023 18:30:00,0.0294
01/03/2023 18:45:00,0.0291
01/03/2023 19:00:00,0.0292
01/03/2023 19:15:00,0.0294
01/03/2023 19:30:00,0.0295
01/03/2023 19:45:00,0.0294
01/03/2023 20:00:00,0.0292
01/03/2023 20:15:00,0.0291
01/03/2023 20:30:00,0.0292
01/03/2023 20:45:00,0.0292
01/03/2023 21:00:00,0.0293
01/03/2023 21:15:00,0.0293
01/03/2023 21:30:00,0.0293
01/03/2023 21:45:00,0.0293
01/03/2023 22:00:00,0.0295
01/03/2023 22:15:00,0.0295
01/03/2023 22:30:00,0.0296
01/03/2023 22:45:00,0.0296
01/03/2023 23:00:00,0.0297
01/03/2023 23:15:00,0.0297
01/03/2023 23:30:00,0.0297
01/03/2023 23:45:00,0.0297
01/04/2023 00:00:00,0.0297
01/04/2023 00:15:00,0.0296
01/04/2023 00:30:00,0.0297
01/04/2023 00:45:00,0.0298
01/04/2023 01:00:00,0.0298
01/04/2023 01:15:00,0.0297
01/04/2023 01:30:00,0.0298
01/04/2023 01:45:00,0.0300
01/04/2023 02:00:00,0.0301
01/04/2023 02:15:00,0.0301
01/04/2023 02:30:00,0.0301
01/04/2023 02:45:00,0.0300
01/04/2023 03:00:00,0.0298
01/04/2023 03:15:00,0.0299
01/04/2023 03:30:00,0.0300
01/04/2023 03:45:00,0.0299
01/04/2023 04:00:00,0.0299
01/04/2023 04:15:00,0.0300
01/04/2023 04:30:00,0.0300
01/04/2023 04:45:00,0.0301
01/04/2023 05:00:00,0.0301
01/04/2023 05:15:00,0.0300
01/04/2023 05:30:00,0.0300
01/04/2023 05:45:00,0.0298
01/04/2023 06:00:00,0.0299
01/04/2023 06:15:00,0.0298
01/04/2023 06:30:00,0.0299
01/04/2023 06:45:00,0.0301
01/04/2023 07:00:00,0.0302
01/04/2023 07:15:00,0.0300
01/04/2023 07:30:00,0.0301
01/04/2023 07:45:00,0.0302
01/04/2023 08:00:00,0.0302
01/04/2023 08:15:00,0.0303
01/04/2023 08:30:00,0.0303
01/04/2023 08:45:00,0.0301
01/04/2023 09:00:00,0.0299
01/04/2023 09:15:00,0.0298
01/04/2023 09:30:00,0.0297
01/04/2023 09:45:00,0.0295
01/04/2023 10:00:00,0.0295
01/04/2023 10:15:00,0.0295
01/04/2023 10:30:00,0.0293
01/04/2023 10:45:00,0.0292
01/04/2023 11:00:00,0.0292
01/04/2023 11:15:00,0.0292
01/04/2023 11:30:00,0.0291
01/04/2023 11:45:00,0.0291
01/04/2023 12:00:00,0.0290
01/04/2023 12:15:00,0.0291
01/04/2023 12:30:00,0.0292
01/04/2023 12:45:00,0.0291
01/04/2023 13:00:00,0.0291
01/04/2023 13:15:00,0.0290
01/04/2023 13:30:00,0.0289
01/04/2023 13:45:00,0.0284
01/04/2023 14:00:00,0.0290
01/04/2023 14:15:00,0.0291
01/04/2023 14:30:00,0.0295
01/04/2023 14:45:00,0.0290
01/04/2023 15:00:00,0.0282
01/04/2023 15:15:00,0.0291
01/04/2023 15:30:00,0.0289
01/04/2023 15:45:00,0.0287
01/04/2023 16:00:00,0.0287
01/04/2023 16:15:00,0.0287
01/04/2023 16:30:00,0.0287
01/04/2023 16:45:00,0.0288
01/04/2023 17:00:00,0.0286
01/04/2023 17:15:00,0.0286
01/04/2023 17:30:00,0.0269
01/04/2023 17:45:00,0.0179
01/04/2023 18:00:00,0.0179
01/04/2023 18:15:00,0.0296
01/04/2023 18:30:00,0.0172
01/04/2023 18:45:00,0.0111
01/04/2023 19:00:00,0.0294
01/04/2023 19:15:00,0.0294
01/04/2023 19:30:00,0.0294
01/04/2023 19:45:00,0.0294
01/04/2023 20:00:00,0.0293
01/04/2023 20:15:00,0.0293
01/04/2023 20:30:00,0.0292
01/04/2023 20:45:00,0.0292
01/04/2023 21:00:00,0.0285
01/04/2023 21:15:00,0.0286
01/04/2023 21:30:00,0.0286
01/04/2023 21:45:00,0.0292
01/04/2023 22:00:00,0.0293
01/04/2023 22:15:00,0.0293
01/04/2023 22:30:00,0.0289
01/04/2023 22:45:00,0.0288
01/04/2023 23:00:00,0.0294
01/04/2023 23:15:00,0.0294
01/04/2023 23:30:00,0.0294
01/04/2023 23:45:00,0.0294
01/05/2023 00:00:00,0.0294
01/05/2023 00:15:00,0.0293
01/05/2023 00:30:00,0.0294
01/05/2023 00:45:00,0.0293
01/05/2023 01:00:00,0.0294
01/05/2023 01:15:00,0.0294
01/05/2023 01:30:00,0.0294
01/05/2023 01:45:00,0.0295
01/05/2023 02:00:00,0.0295
01/05/2023 02:15:00,0.0294
01/05/2023 02:30:00,0.0294
01/05/2023 02:45:00,0.0294
01/05/2023 03:00:00,0.0294
01/05/2023 03:15:00,0.0295
01/05/2023 03:30:00,0.0295
01/05/2023 03:45:00,0.0294
01/05/2023 04:00:00,0.0294
01/05/2023 04:15:00,0.0294
01/05/2023 04:30:00,0.0295
01/05/2023 04:45:00,0.0295
01/05/2023 05:00:00,0.0294
01/05/2023 05:15:00,0.0295
01/05/2023 05:30:00,0.0295
01/05/2023 05:45:00,0.0295
01/05/2023 06:00:00,0.0296
01/05/2023 06:15:00,0.0269
01/05/2023 06:30:00,0.0215
01/05/2023 06:45:00,0.0215
01/05/2023 07:00:00,0.0295
01/05/2023 07:15:00,0.0295
01/05/2023 07:30:00,0.0301
01/05/2023 07:45:00,0.0288
01/05/2023 08:00:00,0.0238
01/05/2023 08:15:00,0.0317
01/05/2023 08:30:00,0.0307
01/05/2023 08:45:00,0.0298
01/05/2023 09:00:00,0.0298
01/05/2023 09:15:00,0.0304
01/05/2023 09:30:00,0.0297
01/05/2023 09:45:00,0.0297
01/05/2023 10:00:00,0.0296
01/05/2023 10:15:00,0.0298
01/05/2023 10:30:00,0.0295
01/05/2023 10:45:00,0.0295
01/05/2023 11:00:00,0.0311
01/05/2023 11:15:00,0.0326
01/05/2023 11:30:00,0.0296
01/05/2023 11:45:00,0.0309
01/05/2023 12:00:00,0.0313
01/05/2023 12:15:00,0.0292
01/05/2023 12:30:00,0.0288
01/05/2023 12:45:00,0.0326
01/05/2023 13:00:00,0.0319
01/05/2023 13:15:00,0.0301
01/05/2023 13:30:00,0.0293
01/05/2023 13:45:00,0.0295
01/05/2023 14:00:00,0.0294
01/05/2023 14:15:00,0.0288
01/05/2023 14:30:00,0.0292
01/05/2023 14:45:00,0.0291
01/05/2023 15:00:00,0.0291
01/05/2023 15:15:00,0.0315
01/05/2023 15:30:00,0.0296
01/05/2023 15:45:00,0.0288
01/05/2023 16:00:00,0.0292
01/05/2023 16:15:00,0.0291
01/05/2023 16:30:00,0.0290
01/05/2023 16:45:00,0.0312
01/05/2023 17:00:00,0.0291
01/05/2023 17:15:00,0.0291
01/05/2023 17:30:00,0.0292
01/05/2023 17:45:00,0.0293
01/05/2023 18:00:00,0.0318
01/05/2023 18:15:00,0.0295
01/05/2023 18:30:00,0.0294
01/05/2023 18:45:00,0.0294
01/05/2023 19:00:00,0.0294
01/05/2023 19:15:00,0.0294
01/05/2023 19:30:00,0.0294
01/05/2023 19:45:00,0.0294
01/05/2023 20:00:00,0.0294
01/05/2023 20:15:00,0.0294
01/05/2023 20:30:00,0.0294
01/05/2023 20:45:00,0.0294
01/05/2023 21:00:00,0.0294
01/05/2023 21:15:00,0.0293
01/05/2023 21:30:00,0.0293
01/05/2023 21:45:00,0.0294
01/05/2023 22:00:00,0.0294
01/05/2023 22:15:00,0.0294
01/05/2023 22:30:00,0.0294
01/05/2023 22:45:00,0.0294
01/05/2023 23:00:00,0.0293
01/05/2023 23:15:00,0.0294
01/05/2023 23:30:00,0.0295
01/05/2023 23:45:00,0.0294
01/06/2023 00:00:00,0.0295
01/06/2023 00:15:00,0.0294
01/06/2023 00:30:00,0.0295
01/06/2023 00:45:00,0.0295
01/06/2023 01:00:00,0.0295
01/06/2023 01:15:00,0.0295
01/06/2023 01:30:00,0.0295
01/06/2023 01:45:00,0.0295
01/06/2023 02:00:00,0.0295
01/06/2023 02:15:00,0.0296
01/06/2023 02:30:00,0.0296
01/06/2023 02:45:00,0.0297
01/06/2023 03:00:00,0.0296
01/06/2023 03:15:00,0.0296
01/06/2023 03:30:00,0.0296
01/06/2023 03:45:00,0.0296
01/06/2023 04:00:00,0.0296
01/06/2023 04:15:00,0.0296
01/06/2023 04:30:00,0.0296
01/06/2023 04:45:00,0.0297
01/06/2023 05:00:00,0.0296
01/06/2023 05:15:00,0.0297
01/06/2023 05:30:00,0.0296
01/06/2023 05:45:00,0.0296
01/06/2023 06:00:00,0.0297
01/06/2023 06:15:00,0.0297
01/06/2023 06:30:00,0.0296
01/06/2023 06:45:00,0.0296
01/06/2023 07:00:00,0.0296
01/06/2023 07:15:00,0.0297
01/06/2023 07:30:00,0.0297
01/06/2023 07:45:00,0.0297
01/06/2023 08:00:00,0.0297
01/06/2023 08:15:00,0.0296
01/06/2023 08:30:00,0.0297
01/06/2023 08:45:00,0.0297
01/06/2023 09:00:00,0.0297
01/06/2023 09:15:00,0.0297
01/06/2023 09:30:00,0.0297
01/06/2023 09:45:00,0.0297
01/06/2023 10:00:00,0.0297
01/06/2023 10:15:00,0.0296
01/06/2023 10:30:00,0.0296
01/06/2023 10:45:00,0.0343
01/06/2023 11:00:00,0.0344
01/06/2023 11:15:00,0.0313
01/06/2023 11:30:00,0.0295
01/06/2023 11:45:00,0.0295
01/06/2023 12:00:00,0.0316
01/06/2023 12:15:00,0.0329
01/06/2023 12:30:00,0.0295
01/06/2023 12:45:00,0.0293
01/06/2023 13:00:00,0.0294
01/06/2023 13:15:00,0.0295
01/06/2023 13:30:00,0.0294
01/06/2023 13:45:00,0.0287
01/06/2023 14:00:00,0.0317
01/06/2023 14:15:00,0.0350
01/06/2023 14:30:00,0.0349
01/06/2023 14:45:00,0.0310
01/06/2023 15:00:00,0.0291
01/06/2023 15:15:00,0.0291
01/06/2023 15:30:00,0.0290
01/06/2023 15:45:00,0.0290
01/06/2023 16:00:00,0.0289
01/06/2023 16:15:00,0.0294
01/06/2023 16:30:00,0.0311
01/06/2023 16:45:00,0.0300
01/06/2023 17:00:00,0.0288
01/06/2023 17:15:00,0.0309
01/06/2023 17:30:00,0.0293
01/06/2023 17:45:00,0.0290
01/06/2023 18:00:00,0.0291
01/06/2023 18:15:00,0.0294
01/06/2023 18:30:00,0.0295
01/06/2023 18:45:00,0.0296
01/06/2023 19:00:00,0.0296
01/06/2023 19:15:00,0.0296
01/06/2023 19:30:00,0.0295
01/06/2023 19:45:00,0.0290
01/06/2023 20:00:00,0.0286
01/06/2023 20:15:00,0.0295
01/06/2023 20:30:00,0.0295
01/06/2023 20:45:00,0.0296
01/06/2023 21:00:00,0.0296
01/06/2023 21:15:00,0.0296
01/06/2023 21:30:00,0.0296
01/06/2023 21:45:00,0.0297
01/06/2023 22:00:00,0.0301
01/06/2023 22:15:00,0.0301
01/06/2023 22:30:00,0.0300
01/06/2023 22:45:00,0.0301
01/06/2023 23:00:00,0.0301
01/06/2023 23:15:00,0.0301
01/06/2023 23:30:00,0.0301
01/06/2023 23:45:00,0.0301
01/07/2023 00:00:00,0.0301
01/07/2023 00:15:00,0.0300
01/07/2023 00:30:00,0.0302
01/07/2023 00:45:00,0.0302
01/07/2023 01:00:00,0.0301
01/07/2023 01:15:00,0.0301
01/07/2023 01:30:00,0.0302
01/07/2023 01:45:00,0.0301
01/07/2023 02:00:00,0.0301
01/07/2023 02:15:00,0.0300
01/07/2023 02:30:00,0.0300
01/07/2023 02:45:00,0.0301
01/07/2023 03:00:00,0.0302
01/07/2023 03:15:00,0.0301
01/07/2023 03:30:00,0.0301
01/07/2023 03:45:00,0.0302
01/07/2023 04:00:00,0.0302
01/07/2023 04:15:00,0.0303
01/07/2023 04:30:00,0.0302
01/07/2023 04:45:00,0.0302
01/07/2023 05:00:00,0.0302
01/07/2023 05:15:00,0.0304
01/07/2023 05:30:00,0.0304
01/07/2023 05:45:00,0.0303
01/07/2023 06:00:00,0.0304
01/07/2023 06:15:00,0.0305
01/07/2023 06:30:00,0.0305
01/07/2023 06:45:00,0.0297
01/07/2023 07:00:00,0.0256
01/07/2023 07:15:00,0.0256
01/07/2023 07:30:00,0.0340
01/07/2023 07:45:00,0.0341
01/07/2023 08:00:00,0.0346
01/07/2023 08:15:00,0.0326
01/07/2023 08:30:00,0.0301
01/07/2023 08:45:00,0.0310
01/07/2023 09:00:00,0.0355
01/07/2023 09:15:00,0.0295
01/07/2023 09:30:00,0.0269
01/07/2023 09:45:00,0.0269
01/07/2023 10:00:00,0.0344
01/07/2023 10:15:00,0.0339
01/07/2023 10:30:00,0.0335
01/07/2023 10:45:00,0.0310
01/07/2023 11:00:00,0.0292
01/07/2023 11:15:00,0.0308
01/07/2023 11:30:00,0.0310
01/07/2023 11:45:00,0.0322
01/07/2023 12:00:00,0.0338
01/07/2023 12:15:00,0.0345
01/07/2023 12:30:00,0.0337
01/07/2023 12:45:00,0.0329
01/07/2023 13:00:00,0.0211
01/07/2023 13:15:00,0.0197
01/07/2023 13:30:00,0.0108
01/07/2023 13:45:00,0.0090
01/07/2023 14:00:00,0.0090
01/07/2023 14:15:00,0.0090
01/07/2023 14:30:00,0.0090
01/07/2023 14:45:00,0.0290
01/07/2023 15:00:00,0.0308
01/07/2023 15:15:00,0.0279
01/07/2023 15:30:00,0.0099
01/07/2023 15:45:00,0.0099
01/07/2023 16:00:00,0.0099
01/07/2023 16:15:00,0.0102
01/07/2023 16:30:00,0.0096
01/07/2023 16:45:00,0.0096
01/07/2023 17:00:00,0.0287
01/07/2023 17:15:00,0.0286
01/07/2023 17:30:00,0.0287
01/07/2023 17:45:00,0.0288
01/07/2023 18:00:00,0.0290
01/07/2023 18:15:00,0.0293
01/07/2023 18:30:00,0.0298
01/07/2023 18:45:00,0.0293
01/07/2023 19:00:00,0.0301
01/07/2023 19:15:00,0.0300
01/07/2023 19:30:00,0.0300
01/07/2023 19:45:00,0.0301
01/07/2023 20:00:00,0.0301
01/07/2023 20:15:00,0.0301
01/07/2023 20:30:00,0.0296
01/07/2023 20:45:00,0.0293
01/07/2023 21:00:00,0.0294
01/07/2023 21:15:00,0.0293
01/07/2023 21:30:00,0.0294
01/07/2023 21:45:00,0.0294
01/07/2023 22:00:00,0.0293
01/07/2023 22:15:00,0.0294
01/07/2023 22:30:00,0.0294
01/07/2023 22:45:00,0.0294
01/07/2023 23:00:00,0.0294
01/07/2023 23:15:00,0.0295
01/07/2023 23:30:00,0.0294
01/07/2023 23:45:00,0.0294
01/08/2023 00:00:00,0.0293
01/08/2023 00:15:00,0.0294
01/08/2023 00:30:00,0.0295
01/08/2023 00:45:00,0.0295
01/08/2023 01:00:00,0.0295
01/08/2023 01:15:00,0.0295
01/08/2023 01:30:00,0.0295
01/08/2023 01:45:00,0.0295
01/08/2023 02:00:00,0.0296
01/08/2023 02:15:00,0.0295
01/08/2023 02:30:00,0.0295
01/08/2023 02:45:00,0.0296
01/08/2023 03:00:00,0.0296
01/08/2023 03:15:00,0.0296
01/08/2023 03:30:00,0.0296
01/08/2023 03:45:00,0.0295
01/08/2023 04:00:00,0.0296
01/08/2023 04:15:00,0.0296
01/08/2023 04:30:00,0.0296
01/08/2023 04:45:00,0.0296
01/08/2023 05:00:00,0.0296
01/08/2023 05:15:00,0.0296
01/08/2023 05:30:00,0.0297
01/08/2023 05:45:00,0.0297
01/08/2023 06:00:00,0.0296
01/08/2023 06:15:00,0.0297
01/08/2023 06:30:00,0.0296
01/08/2023 06:45:00,0.0297
01/08/2023 07:00:00,0.0296
01/08/2023 07:15:00,0.0297
01/08/2023 07:30:00,0.0296
01/08/2023 07:45:00,0.0295
01/08/2023 08:00:00,0.0295
01/08/2023 08:15:00,0.0295
01/08/2023 08:30:00,0.0286
01/08/2023 08:45:00,0.0267
01/08/2023 09:00:00,0.0296
01/08/2023 09:15:00,0.0296
01/08/2023 09:30:00,0.0296
01/08/2023 09:45:00,0.0295
01/08/2023 10:00:00,0.0303
