Time Bucket (America/Chicago),Casa6-Mains_C (kWhs)
01/09/2023 05:00:00,0.0279
01/09/2023 06:00:00,0.0057
01/09/2023 07:00:00,0.0300
01/09/2023 08:00:00,0.0273
01/09/2023 09:00:00,0.0326
01/09/2023 10:00:00,0.0322
01/09/2023 11:00:00,0.0016
01/09/2023 12:00:00,0.0284
01/09/2023 13:00:00,0.0366
01/09/2023 14:00:00,0.0493
01/09/2023 15:00:00,0.0540
01/09/2023 16:00:00,0.0465
01/09/2023 17:00:00,0.0477
01/09/2023 18:00:00,0.0777
01/09/2023 19:00:00,0.1284
01/09/2023 20:00:00,0.1789
01/09/2023 21:00:00,0.1912
01/09/2023 22:00:00,0.0751
01/09/2023 23:00:00,0.0238
01/10/2023 00:00:00,0.0408
01/10/2023 01:00:00,0.0053
01/10/2023 02:00:00,0.0470
01/10/2023 03:00:00,0.0052
01/10/2023 04:00:00,0.0477
01/10/2023 05:00:00,0.0035
01/10/2023 06:00:00,0.1374
01/10/2023 07:00:00,0.0725
01/10/2023 08:00:00,0.0043
01/10/2023 09:00:00,0.0394
01/10/2023 10:00:00,0.0629
01/10/2023 11:00:00,0.0366
01/10/2023 12:00:00,0.0369
01/10/2023 13:00:00,0.0009
01/10/2023 14:00:00,0.0380
01/10/2023 15:00:00,0.0486
01/10/2023 16:00:00,0.0508
01/10/2023 17:00:00,0.0270
01/10/2023 18:00:00,0.0713
01/10/2023 19:00:00,0.0833
01/10/2023 20:00:00,0.2034
01/10/2023 21:00:00,0.1178
01/10/2023 22:00:00,0.0341
01/10/2023 23:00:00,0.0331
01/11/2023 00:00:00,0.0127
01/11/2023 01:00:00,0.0243
01/11/2023 02:00:00,0.0337
01/11/2023 03:00:00,0.0297
01/11/2023 04:00:00,0.0079
01/11/2023 05:00:00,0.0355
01/11/2023 06:00:00,0.0034
01/11/2023 07:00:00,0.0340
01/11/2023 08:00:00,0.0449
01/11/2023 09:00:00,0.0459
01/11/2023 10:00:00,0.0289
01/11/2023 11:00:00,0.0048
01/11/2023 12:00:00,0.0302
01/11/2023 13:00:00,0.0301
01/11/2023 14:00:00,0.0310
01/11/2023 15:00:00,0.0000
01/11/2023 16:00:00,0.1391
01/11/2023 17:00:00,0.0495
01/11/2023 18:00:00,0.0797
01/11/2023 19:00:00,0.1466
01/11/2023 20:00:00,0.1945
01/11/2023 21:00:00,0.1596
01/11/2023 22:00:00,0.0421
01/11/2023 23:00:00,0.0245
01/12/2023 00:00:00,0.0232
01/12/2023 01:00:00,0.0401
01/12/2023 02:00:00,0.0080
01/12/2023 03:00:00,0.1332
01/12/2023 04:00:00,0.0558
01/12/2023 05:00:00,0.0227
01/12/2023 06:00:00,0.0197
01/12/2023 07:00:00,0.0524
01/12/2023 08:00:00,0.0590
01/12/2023 09:00:00,0.0451
01/12/2023 10:00:00,0.0293
01/12/2023 11:00:00,0.0548
01/12/2023 12:00:00,0.0255
01/12/2023 13:00:00,0.0345
01/12/2023 14:00:00,0.0664
01/12/2023 15:00:00,0.0741
01/12/2023 16:00:00,0.0684
01/12/2023 17:00:00,0.0317
01/12/2023 18:00:00,0.1234
01/12/2023 19:00:00,0.1355
01/12/2023 20:00:00,0.1762
01/12/2023 21:00:00,0.0318
01/12/2023 22:00:00,0.0311
01/12/2023 23:00:00,0.0308
01/13/2023 00:00:00,0.0044
01/13/2023 01:00:00,0.0349
01/13/2023 02:00:00,0.0314
01/13/2023 03:00:00,0.0315
01/13/2023 04:00:00,0.0314
01/13/2023 05:00:00,0.0134
01/13/2023 06:00:00,0.0222
01/13/2023 07:00:00,0.0298
01/13/2023 08:00:00,0.0457
01/13/2023 09:00:00,0.0789
01/13/2023 10:00:00,0.1104
01/13/2023 11:00:00,0.0798
01/13/2023 12:00:00,0.1208
01/13/2023 13:00:00,0.0008
01/13/2023 14:00:00,0.1283
01/13/2023 15:00:00,0.1703
01/13/2023 16:00:00,0.0278
01/13/2023 17:00:00,0.0407
01/13/2023 18:00:00,0.0797
01/13/2023 19:00:00,0.0970
01/13/2023 20:00:00,0.2649
01/13/2023 21:00:00,0.1151
01/13/2023 22:00:00,0.0484
01/13/2023 23:00:00,0.0466
01/14/2023 00:00:00,0.0137
01/14/2023 01:00:00,0.0357
01/14/2023 02:00:00,0.0070
01/14/2023 03:00:00,0.0459
01/14/2023 04:00:00,0.0032
01/14/2023 05:00:00,0.0507
01/14/2023 06:00:00,0.0029
01/14/2023 07:00:00,0.0404
01/14/2023 08:00:00,0.1294
01/14/2023 09:00:00,0.1497
01/14/2023 10:00:00,0.0604
01/14/2023 11:00:00,0.0392
01/14/2023 12:00:00,0.0316
01/14/2023 13:00:00,0.0008
01/14/2023 14:00:00,0.0422
01/14/2023 15:00:00,0.0270
01/14/2023 16:00:00,0.0531
01/14/2023 17:00:00,0.0063
01/14/2023 18:00:00,0.0769
01/14/2023 19:00:00,0.1102
01/14/2023 20:00:00,0.1450
01/14/2023 21:00:00,0.1923
01/14/2023 22:00:00,0.0607
01/14/2023 23:00:00,0.0206
01/15/2023 00:00:00,0.0592
01/15/2023 01:00:00,0.0208
01/15/2023 02:00:00,0.0599
01/15/2023 03:00:00,0.0206
01/15/2023 04:00:00,0.0207
01/15/2023 05:00:00,0.0517
01/15/2023 06:00:00,0.0054
01/15/2023 07:00:00,0.0024
01/15/2023 08:00:00,0.0417
01/15/2023 09:00:00,0.0577
01/15/2023 10:00:00,0.0733
01/15/2023 11:00:00,0.0247
01/15/2023 12:00:00,0.0288
01/15/2023 13:00:00,0.0103
01/15/2023 14:00:00,0.0351
01/15/2023 15:00:00,0.1020
01/15/2023 16:00:00,0.1124
01/15/2023 17:00:00,0.0622
01/15/2023 18:00:00,0.0877
01/15/2023 19:00:00,0.0629
01/15/2023 20:00:00,0.2352
01/15/2023 21:00:00,0.1331
01/15/2023 22:00:00,0.0297
01/15/2023 23:00:00,0.0128
01/16/2023 00:00:00,0.0365
01/16/2023 01:00:00,0.0036
01/16/2023 02:00:00,0.0466
01/16/2023 03:00:00,0.0034
01/16/2023 04:00:00,0.0452
01/16/2023 05:00:00,0.0032
01/16/2023 06:00:00,0.0032
01/16/2023 07:00:00,0.0435
01/16/2023 08:00:00,0.0566
01/16/2023 09:00:00,0.1596
01/16/2023 10:00:00,0.0532
01/16/2023 11:00:00,0.1083
01/16/2023 12:00:00,0.1123
01/16/2023 13:00:00,0.0384
01/16/2023 14:00:00,0.0009
01/16/2023 15:00:00,0.0400
01/16/2023 16:00:00,0.0365
01/16/2023 17:00:00,0.0028
01/16/2023 18:00:00,0.0589
01/16/2023 19:00:00,0.1859
01/16/2023 20:00:00,0.1708
01/16/2023 21:00:00,0.1759
01/16/2023 22:00:00,0.0476
01/16/2023 23:00:00,0.0057
01/17/2023 00:00:00,0.0487
01/17/2023 01:00:00,0.0059
01/17/2023 02:00:00,0.0505
01/17/2023 03:00:00,0.0058
01/17/2023 04:00:00,0.0492
01/17/2023 05:00:00,0.0403
01/17/2023 06:00:00,0.0056
01/17/2023 07:00:00,0.0389
01/17/2023 08:00:00,0.0035
01/17/2023 09:00:00,0.0368
01/17/2023 10:00:00,0.0659
01/17/2023 11:00:00,0.1096
01/17/2023 12:00:00,0.1029
01/17/2023 13:00:00,0.0711
01/17/2023 14:00:00,0.0367
01/17/2023 15:00:00,0.0089
01/17/2023 16:00:00,0.0409
01/17/2023 17:00:00,0.0345
01/17/2023 18:00:00,0.2310
01/17/2023 19:00:00,0.1791
01/17/2023 20:00:00,0.1725
01/17/2023 21:00:00,0.1717
01/17/2023 22:00:00,0.0423
01/17/2023 23:00:00,0.0317
01/18/2023 00:00:00,0.0117
01/18/2023 01:00:00,0.0398
01/18/2023 02:00:00,0.0393
01/18/2023 03:00:00,0.0036
01/18/2023 04:00:00,0.0435
01/18/2023 05:00:00,0.0273
01/18/2023 06:00:00,0.0110
01/18/2023 07:00:00,0.0378
01/18/2023 08:00:00,0.0101
01/18/2023 09:00:00,0.0602
01/18/2023 10:00:00,0.0621
01/18/2023 11:00:00,0.0391
01/18/2023 12:00:00,0.0522
01/18/2023 13:00:00,0.0400
01/18/2023 14:00:00,0.0317
01/18/2023 15:00:00,0.0155
01/18/2023 16:00:00,0.0186
01/18/2023 17:00:00,0.0710
01/18/2023 18:00:00,0.1169
01/18/2023 19:00:00,0.1597
01/18/2023 20:00:00,0.1863
01/18/2023 21:00:00,0.1287
01/18/2023 22:00:00,0.1092
01/18/2023 23:00:00,0.0650
01/19/2023 00:00:00,0.0338
01/19/2023 01:00:00,0.0288
01/19/2023 02:00:00,0.0327
01/19/2023 03:00:00,0.0271
01/19/2023 04:00:00,0.0211
01/19/2023 05:00:00,0.0230
01/19/2023 06:00:00,0.0254
01/19/2023 07:00:00,0.0361
01/19/2023 08:00:00,0.0452
01/19/2023 09:00:00,0.0201
01/19/2023 10:00:00,0.0204
01/19/2023 11:00:00,0.0208
01/19/2023 12:00:00,0.1087
01/19/2023 13:00:00,0.0978
01/19/2023 14:00:00,0.0574
01/19/2023 15:00:00,0.1049
01/19/2023 16:00:00,0.1249
01/19/2023 17:00:00,0.0469
01/19/2023 18:00:00,0.0590
01/19/2023 19:00:00,0.0393
01/19/2023 20:00:00,0.0393
01/19/2023 21:00:00,0.0606
01/19/2023 22:00:00,0.0441
01/19/2023 23:00:00,0.0557
01/20/2023 00:00:00,0.0415
01/20/2023 01:00:00,0.0328
01/20/2023 02:00:00,0.0226
01/20/2023 03:00:00,0.0143
01/20/2023 04:00:00,0.0330
01/20/2023 05:00:00,0.0339
01/20/2023 06:00:00,0.0120
01/20/2023 07:00:00,0.0273
01/20/2023 08:00:00,0.0644
01/20/2023 09:00:00,0.0949
01/20/2023 10:00:00,0.2174
01/20/2023 11:00:00,0.0182
01/20/2023 12:00:00,0.0851
01/20/2023 13:00:00,0.1388
01/20/2023 14:00:00,0.0538
01/20/2023 15:00:00,0.1007
01/20/2023 16:00:00,0.0392
01/20/2023 17:00:00,0.0497
01/20/2023 18:00:00,0.0703
01/20/2023 19:00:00,0.1600
01/20/2023 20:00:00,0.1445
01/20/2023 21:00:00,0.0100
01/20/2023 22:00:00,0.0366
01/20/2023 23:00:00,0.0385
01/21/2023 00:00:00,0.0385
01/21/2023 01:00:00,0.0040
01/21/2023 02:00:00,0.0388
01/21/2023 03:00:00,0.0388
01/21/2023 04:00:00,0.0037
01/21/2023 05:00:00,0.0386
01/21/2023 06:00:00,0.0036
01/21/2023 07:00:00,0.0745
01/21/2023 08:00:00,0.0356
01/21/2023 09:00:00,0.0322
01/21/2023 10:00:00,0.0745
01/21/2023 11:00:00,0.0321
01/21/2023 12:00:00,0.0777
01/21/2023 13:00:00,0.0319
01/21/2023 14:00:00,0.0763
01/21/2023 15:00:00,0.0317
01/21/2023 16:00:00,0.0761
01/21/2023 17:00:00,0.0563
01/21/2023 18:00:00,0.0556
01/21/2023 19:00:00,0.0721
01/21/2023 20:00:00,0.0724
01/21/2023 21:00:00,0.0639
01/21/2023 22:00:00,0.0522
01/21/2023 23:00:00,0.0791
01/22/2023 00:00:00,0.0441
01/22/2023 01:00:00,0.0731
01/22/2023 02:00:00,0.0454
01/22/2023 03:00:00,0.0732
01/22/2023 04:00:00,0.0472
01/22/2023 05:00:00,0.1562
01/22/2023 06:00:00,0.1076
01/22/2023 07:00:00,0.0350
01/22/2023 08:00:00,0.0745
01/22/2023 09:00:00,0.0590
01/22/2023 10:00:00,0.0413
01/22/2023 11:00:00,0.0322
01/22/2023 12:00:00,0.0774
01/22/2023 13:00:00,0.0682
01/22/2023 14:00:00,0.0395
01/22/2023 15:00:00,0.0607
01/22/2023 16:00:00,0.0688
01/22/2023 17:00:00,0.0681
01/22/2023 18:00:00,0.0712
01/22/2023 19:00:00,0.0656
01/22/2023 20:00:00,0.0476
01/22/2023 21:00:00,0.0671
01/22/2023 22:00:00,0.0719
01/22/2023 23:00:00,0.0718
01/23/2023 00:00:00,0.0651
01/23/2023 01:00:00,0.0448
01/23/2023 02:00:00,0.0793
01/23/2023 03:00:00,0.0379
01/23/2023 04:00:00,0.0789
01/23/2023 05:00:00,0.0650
01/23/2023 06:00:00,0.0451
01/23/2023 07:00:00,0.0720
01/23/2023 08:00:00,0.0681
01/23/2023 09:00:00,0.0321
01/23/2023 10:00:00,0.0521
01/23/2023 11:00:00,0.0559
01/23/2023 12:00:00,0.0605
01/23/2023 13:00:00,0.0471
01/23/2023 14:00:00,0.0749
01/23/2023 15:00:00,0.0341
01/23/2023 16:00:00,0.0663
01/23/2023 17:00:00,0.0740
01/23/2023 18:00:00,0.0729
01/23/2023 19:00:00,0.1550
01/23/2023 20:00:00,0.1735
01/23/2023 21:00:00,0.0304
01/23/2023 22:00:00,0.0491
01/23/2023 23:00:00,0.0435
01/24/2023 00:00:00,0.0342
01/24/2023 01:00:00,0.0097
01/24/2023 02:00:00,0.0399
01/24/2023 03:00:00,0.0395
01/24/2023 04:00:00,0.0127
01/24/2023 05:00:00,0.0297
01/24/2023 06:00:00,0.0384
01/24/2023 07:00:00,0.0068
01/24/2023 08:00:00,0.0390
01/24/2023 09:00:00,0.0352
01/24/2023 10:00:00,0.0000
01/24/2023 11:00:00,0.0367
01/24/2023 12:00:00,0.0301
01/24/2023 13:00:00,0.0503
01/24/2023 14:00:00,0.0078
01/24/2023 15:00:00,0.0248
01/24/2023 16:00:00,0.0473
01/24/2023 17:00:00,0.0421
01/24/2023 18:00:00,0.1061
01/24/2023 19:00:00,0.1522
01/24/2023 20:00:00,0.1397
01/24/2023 21:00:00,0.1279
01/24/2023 22:00:00,0.0549
01/24/2023 23:00:00,0.0347
01/25/2023 00:00:00,0.0366
01/25/2023 01:00:00,0.0334
01/25/2023 02:00:00,0.0292
01/25/2023 03:00:00,0.0197
01/25/2023 04:00:00,0.0221
01/25/2023 05:00:00,0.0329
01/25/2023 06:00:00,0.0339
01/25/2023 07:00:00,0.0139
01/25/2023 08:00:00,0.2422
01/25/2023 09:00:00,0.1928
01/25/2023 10:00:00,0.0613
01/25/2023 11:00:00,0.0907
01/25/2023 12:00:00,0.0329
01/25/2023 13:00:00,0.0308
01/25/2023 14:00:00,0.0255
01/25/2023 15:00:00,0.0279
01/25/2023 16:00:00,0.1135
01/25/2023 17:00:00,0.0451
01/25/2023 18:00:00,0.1085
01/25/2023 19:00:00,0.1042
01/25/2023 20:00:00,0.0920
01/25/2023 21:00:00,0.0954
01/25/2023 22:00:00,0.1441
01/25/2023 23:00:00,0.0657
01/26/2023 00:00:00,0.0440
01/26/2023 01:00:00,0.0246
01/26/2023 02:00:00,0.0244
01/26/2023 03:00:00,0.0396
01/26/2023 04:00:00,0.0394
01/26/2023 05:00:00,0.0038
01/26/2023 06:00:00,0.0395
01/26/2023 07:00:00,0.1287
01/26/2023 08:00:00,0.0534
01/26/2023 09:00:00,0.0387
01/26/2023 10:00:00,0.0710
01/26/2023 11:00:00,0.1058
01/26/2023 12:00:00,0.1517
01/26/2023 13:00:00,0.0567
01/26/2023 14:00:00,0.0447
01/26/2023 15:00:00,0.0485
01/26/2023 16:00:00,0.0863
01/26/2023 17:00:00,0.0558
01/26/2023 18:00:00,0.1398
01/26/2023 19:00:00,0.0827
01/26/2023 20:00:00,0.0928
01/26/2023 21:00:00,0.0973
01/26/2023 22:00:00,0.0718
01/26/2023 23:00:00,0.0047
01/27/2023 00:00:00,0.0403
01/27/2023 01:00:00,0.0383
01/27/2023 02:00:00,0.0069
01/27/2023 03:00:00,0.0420
01/27/2023 04:00:00,0.0038
01/27/2023 05:00:00,0.0446
01/27/2023 06:00:00,0.0062
01/27/2023 07:00:00,0.0738
01/27/2023 08:00:00,0.0035
01/27/2023 09:00:00,0.0359
01/27/2023 10:00:00,0.0000
01/27/2023 11:00:00,0.0406
01/27/2023 12:00:00,0.0091
01/27/2023 13:00:00,0.0313
01/27/2023 14:00:00,0.0395
01/27/2023 15:00:00,0.0000
01/27/2023 16:00:00,0.0622
01/27/2023 17:00:00,0.1291
01/27/2023 18:00:00,0.2780
01/27/2023 19:00:00,0.1555
01/27/2023 20:00:00,0.1977
01/27/2023 21:00:00,0.1812
01/27/2023 22:00:00,0.0264
01/27/2023 23:00:00,0.1396
01/28/2023 00:00:00,0.0376
01/28/2023 01:00:00,0.0398
01/28/2023 02:00:00,0.0344
01/28/2023 03:00:00,0.0328
01/28/2023 04:00:00,0.0040
01/28/2023 05:00:00,0.0319
01/28/2023 06:00:00,0.0035
01/28/2023 07:00:00,0.0377
01/28/2023 08:00:00,0.0685
01/28/2023 09:00:00,0.0596
01/28/2023 10:00:00,0.0096
01/28/2023 11:00:00,0.0302
01/28/2023 12:00:00,0.0450
01/28/2023 13:00:00,0.0298
01/28/2023 14:00:00,0.0292
01/28/2023 15:00:00,0.0390
01/28/2023 16:00:00,0.1310
01/28/2023 17:00:00,0.0434
01/28/2023 18:00:00,0.0467
01/28/2023 19:00:00,0.1105
01/28/2023 20:00:00,0.0656
01/28/2023 21:00:00,0.0832
01/28/2023 22:00:00,0.0490
01/28/2023 23:00:00,0.0390
01/29/2023 00:00:00,0.0039
01/29/2023 01:00:00,0.0394
01/29/2023 02:00:00,0.0340
01/29/2023 03:00:00,0.0102
01/29/2023 04:00:00,0.0417
01/29/2023 05:00:00,0.0156
01/29/2023 06:00:00,0.0684
01/29/2023 07:00:00,0.0018
01/29/2023 08:00:00,0.0374
01/29/2023 09:00:00,0.0007
01/29/2023 10:00:00,0.0322
01/29/2023 11:00:00,0.0000
01/29/2023 12:00:00,0.0397
01/29/2023 13:00:00,0.0088
01/29/2023 14:00:00,0.0305
01/29/2023 15:00:00,0.0400
01/29/2023 16:00:00,0.0157
01/29/2023 17:00:00,0.1253
01/29/2023 18:00:00,0.0613
01/29/2023 19:00:00,0.0455
01/29/2023 20:00:00,0.0380
01/29/2023 21:00:00,0.0361
01/29/2023 22:00:00,0.0349
01/29/2023 23:00:00,0.0215
01/30/2023 00:00:00,0.0176
01/30/2023 01:00:00,0.0342
01/30/2023 02:00:00,0.0352
01/30/2023 03:00:00,0.0342
01/30/2023 04:00:00,0.0338
01/30/2023 05:00:00,0.0037
01/30/2023 06:00:00,0.0333
01/30/2023 07:00:00,0.0316
01/30/2023 08:00:00,0.0000
01/30/2023 09:00:00,0.0301
01/30/2023 10:00:00,0.0313
01/30/2023 11:00:00,0.0000
01/30/2023 12:00:00,0.0310
01/30/2023 13:00:00,0.0309
01/30/2023 14:00:00,0.0000
01/30/2023 15:00:00,0.0372
01/30/2023 16:00:00,0.0371
01/30/2023 17:00:00,0.0322
01/30/2023 18:00:00,0.0351
01/30/2023 19:00:00,0.0363
01/30/2023 20:00:00,0.0355
01/30/2023 21:00:00,0.0036
01/30/2023 22:00:00,0.0392
01/30/2023 23:00:00,0.0394
01/31/2023 00:00:00,0.0347
01/31/2023 01:00:00,0.0140
01/31/2023 02:00:00,0.0300
01/31/2023 03:00:00,0.0344
01/31/2023 04:00:00,0.0342
01/31/2023 05:00:00,0.0036
01/31/2023 06:00:00,0.0409
01/31/2023 07:00:00,0.0328
01/31/2023 08:00:00,0.0000
01/31/2023 09:00:00,0.1151
01/31/2023 10:00:00,0.0617
01/31/2023 11:00:00,0.0000
01/31/2023 12:00:00,0.0380
01/31/2023 13:00:00,0.0325
01/31/2023 14:00:00,0.0318
01/31/2023 15:00:00,0.0233
01/31/2023 16:00:00,0.0194
01/31/2023 17:00:00,0.0214
01/31/2023 18:00:00,0.0335
01/31/2023 19:00:00,0.0362
01/31/2023 20:00:00,0.0360
01/31/2023 21:00:00,0.0353
01/31/2023 22:00:00,0.0350
01/31/2023 23:00:00,0.0347
02/01/2023 00:00:00,0.0039
