Time Bucket (America/Chicago),Casa 7-Mains_A (kWatts)
01/07/2023 13:45:00,0.0010
01/07/2023 14:00:00,0.0002
01/07/2023 14:15:00,0.0002
01/07/2023 14:30:00,0.0001
01/07/2023 14:45:00,0.0001
01/07/2023 15:00:00,0.0001
01/07/2023 15:15:00,0.0002
01/07/2023 15:30:00,0.0002
01/07/2023 15:45:00,0.0001
01/07/2023 16:00:00,0.0000
01/07/2023 16:15:00,0.0030
01/07/2023 16:30:00,0.0098
01/07/2023 16:45:00,0.0012
01/07/2023 17:00:00,0.0000
01/07/2023 17:15:00,0.0001
01/07/2023 17:30:00,0.0000
01/07/2023 17:45:00,0.0000
01/07/2023 18:00:00,0.0000
01/07/2023 18:15:00,0.0000
01/07/2023 18:30:00,0.0000
01/07/2023 18:45:00,0.0000
01/07/2023 19:00:00,0.0001
01/07/2023 19:15:00,0.0000
01/07/2023 19:30:00,0.0000
01/07/2023 19:45:00,0.0000
01/07/2023 20:00:00,0.0000
01/07/2023 20:15:00,0.0001
01/07/2023 20:30:00,0.0000
01/07/2023 20:45:00,0.0000
01/07/2023 21:00:00,0.0000
01/07/2023 21:15:00,0.0001
01/07/2023 21:30:00,0.0001
01/07/2023 21:45:00,0.0000
01/07/2023 22:00:00,0.0000
01/07/2023 22:15:00,0.0357
01/07/2023 22:30:00,0.0339
01/07/2023 22:45:00,0.0262
01/07/2023 23:00:00,0.0225
01/07/2023 23:15:00,0.0209
01/07/2023 23:30:00,0.0102
01/07/2023 23:45:00,0.0071
01/08/2023 00:00:00,0.0094
01/08/2023 00:15:00,0.0098
01/08/2023 00:30:00,0.0098
01/08/2023 00:45:00,0.0026
01/08/2023 01:00:00,0.0000
01/08/2023 01:15:00,0.0001
01/08/2023 01:30:00,0.0000
01/08/2023 01:45:00,0.0000
01/08/2023 02:00:00,0.0000
01/08/2023 02:15:00,0.0000
01/08/2023 02:30:00,0.0001
01/08/2023 02:45:00,0.0000
01/08/2023 03:00:00,0.0036
01/08/2023 03:15:00,0.0020
01/08/2023 03:30:00,0.0000
01/08/2023 03:45:00,0.0000
01/08/2023 04:00:00,0.0000
01/08/2023 04:15:00,0.0000
01/08/2023 04:30:00,0.0000
01/08/2023 04:45:00,0.0000
01/08/2023 05:00:00,0.0001
01/08/2023 05:15:00,0.0128
01/08/2023 05:30:00,0.0355
01/08/2023 05:45:00,0.0163
01/08/2023 06:00:00,0.0134
01/08/2023 06:15:00,0.0123
01/08/2023 06:30:00,0.0139
01/08/2023 06:45:00,0.0145
01/08/2023 07:00:00,0.0147
01/08/2023 07:15:00,0.0085
01/08/2023 07:30:00,0.0000
01/08/2023 07:45:00,0.0000
01/08/2023 08:00:00,0.0000
01/08/2023 08:15:00,0.0000
01/08/2023 08:30:00,0.0001
01/08/2023 08:45:00,0.0000
01/08/2023 09:00:00,0.0000
01/08/2023 09:15:00,0.0092
01/08/2023 09:30:00,0.0092
01/08/2023 09:45:00,0.0072
01/08/2023 10:00:00,0.0119
01/08/2023 10:15:00,0.0100
01/08/2023 10:30:00,0.0090
01/08/2023 10:45:00,0.0082
01/08/2023 11:00:00,0.0025
01/08/2023 11:15:00,0.0010
01/08/2023 11:30:00,0.0008
01/08/2023 11:45:00,0.0001
01/08/2023 12:00:00,0.0002
01/08/2023 12:15:00,0.0054
01/08/2023 12:30:00,0.0091
01/08/2023 12:45:00,0.0017
01/08/2023 13:00:00,0.0002
01/08/2023 13:15:00,0.0000
01/08/2023 13:30:00,0.0002
01/08/2023 13:45:00,0.0001
01/08/2023 14:00:00,0.0000
01/08/2023 14:15:00,0.0000
01/08/2023 14:30:00,0.0001
01/08/2023 14:45:00,0.0000
01/08/2023 15:00:00,0.0000
01/08/2023 15:15:00,0.0001
01/08/2023 15:30:00,0.0001
01/08/2023 15:45:00,0.0012
01/08/2023 16:00:00,0.0029
01/08/2023 16:15:00,0.0012
01/08/2023 16:30:00,0.0001
01/08/2023 16:45:00,0.0001
01/08/2023 17:00:00,0.0000
01/08/2023 17:15:00,0.0000
01/08/2023 17:30:00,0.0001
01/08/2023 17:45:00,0.0001
01/08/2023 18:00:00,0.0000
01/08/2023 18:15:00,0.0000
01/08/2023 18:30:00,0.0000
01/08/2023 18:45:00,0.0442
01/08/2023 19:00:00,0.0522
01/08/2023 19:15:00,0.0297
01/08/2023 19:30:00,0.0324
01/08/2023 19:45:00,0.0278
01/08/2023 20:00:00,0.0391
01/08/2023 20:15:00,0.0343
01/08/2023 20:30:00,0.0155
01/08/2023 20:45:00,0.0283
01/08/2023 21:00:00,0.0120
01/08/2023 21:15:00,0.0632
01/08/2023 21:30:00,0.0298
01/08/2023 21:45:00,0.0209
01/08/2023 22:00:00,0.0155
01/08/2023 22:15:00,0.0019
01/08/2023 22:30:00,0.0000
01/08/2023 22:45:00,0.0000
01/08/2023 23:00:00,0.0001
01/08/2023 23:15:00,0.0001
01/08/2023 23:30:00,0.0001
01/08/2023 23:45:00,0.0000
01/09/2023 00:00:00,0.0000
01/09/2023 00:15:00,0.0001
01/09/2023 00:30:00,0.0001
01/09/2023 00:45:00,0.0000
01/09/2023 01:00:00,0.0000
01/09/2023 01:15:00,0.0000
