Time Bucket (America/Chicago),Casa6-Mains_C (kWatts)
01/02/2023 17:45:00,0.0617
01/02/2023 18:00:00,0.0770
01/02/2023 18:15:00,0.1627
01/02/2023 18:30:00,0.1039
01/02/2023 18:45:00,0.0971
01/02/2023 19:00:00,0.1741
01/02/2023 19:15:00,0.2655
01/02/2023 19:30:00,0.3279
01/02/2023 19:45:00,0.3220
01/02/2023 20:00:00,0.4423
01/02/2023 20:15:00,0.3090
01/02/2023 20:30:00,0.3041
01/02/2023 20:45:00,0.2941
01/02/2023 21:00:00,0.3942
01/02/2023 21:15:00,0.2511
01/02/2023 21:30:00,0.1119
01/02/2023 21:45:00,0.1121
01/02/2023 22:00:00,0.2110
01/02/2023 22:15:00,0.1282
01/02/2023 22:30:00,0.1137
01/02/2023 22:45:00,0.1137
01/02/2023 23:00:00,0.1961
01/02/2023 23:15:00,0.1437
01/02/2023 23:30:00,0.1127
01/02/2023 23:45:00,0.1125
01/03/2023 00:00:00,0.1690
01/03/2023 00:15:00,0.1679
01/03/2023 00:30:00,0.0186
01/03/2023 00:45:00,0.0039
01/03/2023 01:00:00,0.0225
01/03/2023 01:15:00,0.0995
01/03/2023 01:30:00,0.0039
01/03/2023 01:45:00,0.0037
01/03/2023 02:00:00,0.0037
01/03/2023 02:15:00,0.0850
01/03/2023 02:30:00,0.0365
01/03/2023 02:45:00,0.0040
01/03/2023 03:00:00,0.0041
01/03/2023 03:15:00,0.0106
01/03/2023 03:30:00,0.1111
01/03/2023 03:45:00,0.0038
01/03/2023 04:00:00,0.0037
01/03/2023 04:15:00,0.0036
01/03/2023 04:30:00,0.0313
01/03/2023 04:45:00,0.0924
01/03/2023 05:00:00,0.0036
01/03/2023 05:15:00,0.0038
01/03/2023 05:30:00,0.0037
01/03/2023 05:45:00,0.0041
01/03/2023 06:00:00,0.1146
01/03/2023 06:15:00,0.0126
01/03/2023 06:30:00,0.0037
01/03/2023 06:45:00,0.0039
01/03/2023 07:00:00,0.0045
01/03/2023 07:15:00,0.0030
01/03/2023 07:30:00,0.0879
01/03/2023 07:45:00,0.0371
01/03/2023 08:00:00,0.0000
01/03/2023 08:15:00,0.0000
01/03/2023 08:30:00,0.0000
01/03/2023 08:45:00,0.0108
01/03/2023 09:00:00,0.0147
01/03/2023 09:15:00,0.2465
01/03/2023 09:30:00,0.1243
01/03/2023 09:45:00,0.1696
01/03/2023 10:00:00,0.0131
01/03/2023 10:15:00,0.2170
01/03/2023 10:30:00,0.0858
01/03/2023 10:45:00,0.1173
01/03/2023 11:00:00,0.0210
01/03/2023 11:15:00,0.0141
01/03/2023 11:30:00,0.0205
01/03/2023 11:45:00,0.0199
01/03/2023 12:00:00,0.0322
01/03/2023 12:15:00,0.1798
01/03/2023 12:30:00,0.1744
01/03/2023 12:45:00,0.0686
01/03/2023 13:00:00,0.1481
01/03/2023 13:15:00,0.0014
01/03/2023 13:30:00,0.2646
01/03/2023 13:45:00,0.1345
01/03/2023 14:00:00,0.0000
01/03/2023 14:15:00,0.0100
01/03/2023 14:30:00,0.1269
01/03/2023 14:45:00,0.2227
01/03/2023 15:00:00,0.2364
01/03/2023 15:15:00,0.1006
01/03/2023 15:30:00,0.0768
01/03/2023 15:45:00,0.1310
01/03/2023 16:00:00,0.0657
01/03/2023 16:15:00,0.2160
01/03/2023 16:30:00,0.0000
01/03/2023 16:45:00,0.0000
01/03/2023 17:00:00,0.0687
01/03/2023 17:15:00,0.1139
01/03/2023 17:30:00,0.0026
01/03/2023 17:45:00,0.0000
01/03/2023 18:00:00,0.0018
01/03/2023 18:15:00,0.0917
01/03/2023 18:30:00,0.0978
01/03/2023 18:45:00,0.0911
01/03/2023 19:00:00,0.1282
01/03/2023 19:15:00,0.1442
01/03/2023 19:30:00,0.2606
01/03/2023 19:45:00,0.1310
01/03/2023 20:00:00,0.1312
01/03/2023 20:15:00,0.1504
01/03/2023 20:30:00,0.1544
01/03/2023 20:45:00,0.2262
01/03/2023 21:00:00,0.1357
01/03/2023 21:15:00,0.1606
01/03/2023 21:30:00,0.2547
01/03/2023 21:45:00,0.1434
01/03/2023 22:00:00,0.0040
01/03/2023 22:15:00,0.0036
01/03/2023 22:30:00,0.0038
01/03/2023 22:45:00,0.0537
01/03/2023 23:00:00,0.0852
01/03/2023 23:15:00,0.0043
01/03/2023 23:30:00,0.0041
01/03/2023 23:45:00,0.0039
01/04/2023 00:00:00,0.0167
01/04/2023 00:15:00,0.1208
01/04/2023 00:30:00,0.0038
01/04/2023 00:45:00,0.0039
01/04/2023 01:00:00,0.0040
01/04/2023 01:15:00,0.0038
01/04/2023 01:30:00,0.1010
01/04/2023 01:45:00,0.0326
01/04/2023 02:00:00,0.0039
01/04/2023 02:15:00,0.0038
01/04/2023 02:30:00,0.0036
01/04/2023 02:45:00,0.0528
01/04/2023 03:00:00,0.0789
01/04/2023 03:15:00,0.0038
01/04/2023 03:30:00,0.0039
01/04/2023 03:45:00,0.0037
01/04/2023 04:00:00,0.0036
01/04/2023 04:15:00,0.0989
01/04/2023 04:30:00,0.0322
01/04/2023 04:45:00,0.0039
01/04/2023 05:00:00,0.0037
01/04/2023 05:15:00,0.0039
01/04/2023 05:30:00,0.0036
01/04/2023 05:45:00,0.0979
01/04/2023 06:00:00,0.0339
01/04/2023 06:15:00,0.0036
01/04/2023 06:30:00,0.0036
01/04/2023 06:45:00,0.0036
01/04/2023 07:00:00,0.0043
01/04/2023 07:15:00,0.0349
01/04/2023 07:30:00,0.1108
01/04/2023 07:45:00,0.0213
01/04/2023 08:00:00,0.0207
01/04/2023 08:15:00,0.0430
01/04/2023 08:30:00,0.1387
01/04/2023 08:45:00,0.0146
01/04/2023 09:00:00,0.0148
01/04/2023 09:15:00,0.0128
01/04/2023 09:30:00,0.0217
01/04/2023 09:45:00,0.0206
01/04/2023 10:00:00,0.0728
01/04/2023 10:15:00,0.1304
01/04/2023 10:30:00,0.0089
01/04/2023 10:45:00,0.0019
01/04/2023 11:00:00,0.0270
01/04/2023 11:15:00,0.1122
01/04/2023 11:30:00,0.0122
01/04/2023 11:45:00,0.0019
01/04/2023 12:00:00,0.0022
01/04/2023 12:15:00,0.0018
01/04/2023 12:30:00,0.0019
01/04/2023 12:45:00,0.0630
01/04/2023 13:00:00,0.0974
01/04/2023 13:15:00,0.0018
01/04/2023 13:30:00,0.0020
01/04/2023 13:45:00,0.0021
01/04/2023 14:00:00,0.0459
01/04/2023 14:15:00,0.0942
01/04/2023 14:30:00,0.0024
01/04/2023 14:45:00,0.0024
01/04/2023 15:00:00,0.0046
01/04/2023 15:15:00,0.1053
01/04/2023 15:30:00,0.0337
01/04/2023 15:45:00,0.0021
01/04/2023 16:00:00,0.0000
01/04/2023 16:15:00,0.0310
01/04/2023 16:30:00,0.0974
01/04/2023 16:45:00,0.0000
01/04/2023 17:00:00,0.0084
01/04/2023 17:15:00,0.0419
01/04/2023 17:30:00,0.1153
01/04/2023 17:45:00,0.0274
01/04/2023 18:00:00,0.0140
01/04/2023 18:15:00,0.1769
01/04/2023 18:30:00,0.1429
01/04/2023 18:45:00,0.0878
01/04/2023 19:00:00,0.0860
01/04/2023 19:15:00,0.1653
01/04/2023 19:30:00,0.1361
01/04/2023 19:45:00,0.0975
01/04/2023 20:00:00,0.0888
01/04/2023 20:15:00,0.1801
01/04/2023 20:30:00,0.1140
01/04/2023 20:45:00,0.0959
01/04/2023 21:00:00,0.0885
01/04/2023 21:15:00,0.1831
01/04/2023 21:30:00,0.1336
01/04/2023 21:45:00,0.2375
01/04/2023 22:00:00,0.2152
01/04/2023 22:15:00,0.2006
01/04/2023 22:30:00,0.1710
01/04/2023 22:45:00,0.0337
01/04/2023 23:00:00,0.0037
01/04/2023 23:15:00,0.0038
01/04/2023 23:30:00,0.0927
01/04/2023 23:45:00,0.0387
01/05/2023 00:00:00,0.0040
01/05/2023 00:15:00,0.0037
01/05/2023 00:30:00,0.0039
01/05/2023 00:45:00,0.0985
01/05/2023 01:00:00,0.0368
01/05/2023 01:15:00,0.0039
01/05/2023 01:30:00,0.0037
01/05/2023 01:45:00,0.0037
01/05/2023 02:00:00,0.0763
01/05/2023 02:15:00,0.0605
01/05/2023 02:30:00,0.0038
01/05/2023 02:45:00,0.0038
01/05/2023 03:00:00,0.0038
01/05/2023 03:15:00,0.0130
01/05/2023 03:30:00,0.1217
01/05/2023 03:45:00,0.2594
01/05/2023 04:00:00,0.1034
01/05/2023 04:15:00,0.0410
01/05/2023 04:30:00,0.1311
01/05/2023 04:45:00,0.0997
01/05/2023 05:00:00,0.0034
01/05/2023 05:15:00,0.0034
01/05/2023 05:30:00,0.0031
01/05/2023 05:45:00,0.0034
01/05/2023 06:00:00,0.0033
01/05/2023 06:15:00,0.0782
01/05/2023 06:30:00,0.0877
01/05/2023 06:45:00,0.0037
01/05/2023 07:00:00,0.0042
01/05/2023 07:15:00,0.0045
01/05/2023 07:30:00,0.0000
01/05/2023 07:45:00,0.0495
01/05/2023 08:00:00,0.0806
01/05/2023 08:15:00,0.0000
01/05/2023 08:30:00,0.0000
01/05/2023 08:45:00,0.0852
01/05/2023 09:00:00,0.0586
01/05/2023 09:15:00,0.0191
01/05/2023 09:30:00,0.0210
01/05/2023 09:45:00,0.0205
01/05/2023 10:00:00,0.0046
01/05/2023 10:15:00,0.0753
01/05/2023 10:30:00,0.0504
01/05/2023 10:45:00,0.0000
01/05/2023 11:00:00,0.0065
01/05/2023 11:15:00,0.0074
01/05/2023 11:30:00,0.0220
01/05/2023 11:45:00,0.1137
01/05/2023 12:00:00,0.0000
01/05/2023 12:15:00,0.0000
01/05/2023 12:30:00,0.1262
01/05/2023 12:45:00,0.0005
01/05/2023 13:00:00,0.1087
01/05/2023 13:15:00,0.0320
01/05/2023 13:30:00,0.0000
01/05/2023 13:45:00,0.0000
01/05/2023 14:00:00,0.0005
01/05/2023 14:15:00,0.1244
01/05/2023 14:30:00,0.0404
01/05/2023 14:45:00,0.0129
01/05/2023 15:00:00,0.0077
01/05/2023 15:15:00,0.0128
01/05/2023 15:30:00,0.1169
01/05/2023 15:45:00,0.0048
01/05/2023 16:00:00,0.0000
01/05/2023 16:15:00,0.0000
01/05/2023 16:30:00,0.0396
01/05/2023 16:45:00,0.0927
01/05/2023 17:00:00,0.0025
01/05/2023 17:15:00,0.0000
01/05/2023 17:30:00,0.0000
01/05/2023 17:45:00,0.0865
01/05/2023 18:00:00,0.0854
01/05/2023 18:15:00,0.0423
01/05/2023 18:30:00,0.1499
01/05/2023 18:45:00,0.0946
01/05/2023 19:00:00,0.0628
01/05/2023 19:15:00,0.1191
01/05/2023 19:30:00,0.1200
01/05/2023 19:45:00,0.0623
01/05/2023 20:00:00,0.1220
01/05/2023 20:15:00,0.2515
01/05/2023 20:30:00,0.1398
01/05/2023 20:45:00,0.1374
01/05/2023 21:00:00,0.1317
01/05/2023 21:15:00,0.2014
01/05/2023 21:30:00,0.1220
01/05/2023 21:45:00,0.0276
01/05/2023 22:00:00,0.0039
01/05/2023 22:15:00,0.0038
01/05/2023 22:30:00,0.0219
01/05/2023 22:45:00,0.1231
01/05/2023 23:00:00,0.0050
01/05/2023 23:15:00,0.0035
01/05/2023 23:30:00,0.0037
01/05/2023 23:45:00,0.0037
01/06/2023 00:00:00,0.0127
01/06/2023 00:15:00,0.1241
01/06/2023 00:30:00,0.0187
01/06/2023 00:45:00,0.0039
01/06/2023 01:00:00,0.0038
01/06/2023 01:15:00,0.0037
01/06/2023 01:30:00,0.1012
01/06/2023 01:45:00,0.0374
01/06/2023 02:00:00,0.0039
01/06/2023 02:15:00,0.0037
01/06/2023 02:30:00,0.0037
01/06/2023 02:45:00,0.0109
01/06/2023 03:00:00,0.1248
01/06/2023 03:15:00,0.0064
01/06/2023 03:30:00,0.0037
01/06/2023 03:45:00,0.0038
01/06/2023 04:00:00,0.0037
01/06/2023 04:15:00,0.0037
01/06/2023 04:30:00,0.0908
01/06/2023 04:45:00,0.0524
01/06/2023 05:00:00,0.0034
01/06/2023 05:15:00,0.0034
01/06/2023 05:30:00,0.0034
01/06/2023 05:45:00,0.0034
01/06/2023 06:00:00,0.0035
01/06/2023 06:15:00,0.0713
01/06/2023 06:30:00,0.0735
01/06/2023 06:45:00,0.0037
01/06/2023 07:00:00,0.0045
01/06/2023 07:15:00,0.0020
01/06/2023 07:30:00,0.0000
01/06/2023 07:45:00,0.0000
01/06/2023 08:00:00,0.0053
01/06/2023 08:15:00,0.0200
01/06/2023 08:30:00,0.0181
01/06/2023 08:45:00,0.2485
01/06/2023 09:00:00,0.0536
01/06/2023 09:15:00,0.0021
01/06/2023 09:30:00,0.0000
01/06/2023 09:45:00,0.0000
01/06/2023 10:00:00,0.0000
01/06/2023 10:15:00,0.0000
01/06/2023 10:30:00,0.0000
01/06/2023 10:45:00,0.0000
01/06/2023 11:00:00,0.0000
01/06/2023 11:15:00,0.1169
01/06/2023 11:30:00,0.2886
01/06/2023 11:45:00,0.0047
01/06/2023 12:00:00,0.0024
01/06/2023 12:15:00,0.0415
01/06/2023 12:30:00,0.1104
01/06/2023 12:45:00,0.0025
01/06/2023 13:00:00,0.0028
01/06/2023 13:15:00,0.0027
01/06/2023 13:30:00,0.0028
01/06/2023 13:45:00,0.0668
01/06/2023 14:00:00,0.0899
01/06/2023 14:15:00,0.0027
01/06/2023 14:30:00,0.0025
01/06/2023 14:45:00,0.0024
01/06/2023 15:00:00,0.0025
01/06/2023 15:15:00,0.0497
01/06/2023 15:30:00,0.1149
01/06/2023 15:45:00,0.0028
01/06/2023 16:00:00,0.0091
01/06/2023 16:15:00,0.0056
01/06/2023 16:30:00,0.2086
01/06/2023 16:45:00,0.1682
01/06/2023 17:00:00,0.2045
01/06/2023 17:15:00,0.0933
01/06/2023 17:30:00,0.0643
01/06/2023 17:45:00,0.0000
01/06/2023 18:00:00,0.0762
01/06/2023 18:15:00,0.1332
01/06/2023 18:30:00,0.1223
01/06/2023 18:45:00,0.1141
01/06/2023 19:00:00,0.1155
01/06/2023 19:15:00,0.2161
01/06/2023 19:30:00,0.2846
01/06/2023 19:45:00,0.5410
01/06/2023 20:00:00,0.1168
01/06/2023 20:15:00,0.1992
01/06/2023 20:30:00,0.2159
01/06/2023 20:45:00,0.1881
01/06/2023 21:00:00,0.0958
01/06/2023 21:15:00,0.0295
01/06/2023 21:30:00,0.0116
01/06/2023 21:45:00,0.0062
01/06/2023 22:00:00,0.1186
01/06/2023 22:15:00,0.0536
01/06/2023 22:30:00,0.0062
01/06/2023 22:45:00,0.0062
01/06/2023 23:00:00,0.0063
01/06/2023 23:15:00,0.0627
01/06/2023 23:30:00,0.0860
01/06/2023 23:45:00,0.0061
01/07/2023 00:00:00,0.0061
01/07/2023 00:15:00,0.0062
01/07/2023 00:30:00,0.0061
01/07/2023 00:45:00,0.1260
01/07/2023 01:00:00,0.0172
01/07/2023 01:15:00,0.0062
01/07/2023 01:30:00,0.0062
01/07/2023 01:45:00,0.0062
01/07/2023 02:00:00,0.0301
01/07/2023 02:15:00,0.1130
01/07/2023 02:30:00,0.0062
01/07/2023 02:45:00,0.0060
01/07/2023 03:00:00,0.0061
01/07/2023 03:15:00,0.0060
01/07/2023 03:30:00,0.0091
01/07/2023 03:45:00,0.1274
01/07/2023 04:00:00,0.0106
01/07/2023 04:15:00,0.0061
01/07/2023 04:30:00,0.0060
01/07/2023 04:45:00,0.0060
01/07/2023 05:00:00,0.0059
01/07/2023 05:15:00,0.0593
01/07/2023 05:30:00,0.0821
01/07/2023 05:45:00,0.0059
01/07/2023 06:00:00,0.0060
01/07/2023 06:15:00,0.0061
01/07/2023 06:30:00,0.0060
01/07/2023 06:45:00,0.0059
01/07/2023 07:00:00,0.0329
01/07/2023 07:15:00,0.1049
01/07/2023 07:30:00,0.0000
01/07/2023 07:45:00,0.0000
01/07/2023 08:00:00,0.0655
01/07/2023 08:15:00,0.0847
01/07/2023 08:30:00,0.0192
01/07/2023 08:45:00,0.0132
01/07/2023 09:00:00,0.0517
01/07/2023 09:15:00,0.0825
01/07/2023 09:30:00,0.0000
01/07/2023 09:45:00,0.0000
01/07/2023 10:00:00,0.0000
01/07/2023 10:15:00,0.0000
01/07/2023 10:30:00,0.0000
01/07/2023 10:45:00,0.0593
01/07/2023 11:00:00,0.2848
01/07/2023 11:15:00,0.0000
01/07/2023 11:30:00,0.0000
01/07/2023 11:45:00,0.0808
01/07/2023 12:00:00,0.2773
01/07/2023 12:15:00,0.0536
01/07/2023 12:30:00,0.0789
01/07/2023 12:45:00,0.0000
01/07/2023 13:00:00,0.0000
01/07/2023 13:15:00,0.0000
01/07/2023 13:30:00,0.0000
01/07/2023 13:45:00,0.0379
01/07/2023 14:00:00,0.0884
01/07/2023 14:15:00,0.0000
01/07/2023 14:30:00,0.0000
01/07/2023 14:45:00,0.0000
01/07/2023 15:00:00,0.0000
01/07/2023 15:15:00,0.0000
01/07/2023 15:30:00,0.0138
01/07/2023 15:45:00,0.1555
01/07/2023 16:00:00,0.0135
01/07/2023 16:15:00,0.0000
01/07/2023 16:30:00,0.0000
01/07/2023 16:45:00,0.0000
01/07/2023 17:00:00,0.0000
01/07/2023 17:15:00,0.0486
01/07/2023 17:30:00,0.0986
01/07/2023 17:45:00,0.0000
01/07/2023 18:00:00,0.0012
01/07/2023 18:15:00,0.0162
01/07/2023 18:30:00,0.1242
01/07/2023 18:45:00,0.1600
01/07/2023 19:00:00,0.1317
01/07/2023 19:15:00,0.0956
01/07/2023 19:30:00,0.1724
01/07/2023 19:45:00,0.1385
01/07/2023 20:00:00,0.0890
01/07/2023 20:15:00,0.1450
01/07/2023 20:30:00,0.1542
01/07/2023 20:45:00,0.1146
01/07/2023 21:00:00,0.0969
01/07/2023 21:15:00,0.1614
01/07/2023 21:30:00,0.0915
01/07/2023 21:45:00,0.1052
01/07/2023 22:00:00,0.4053
01/07/2023 22:15:00,0.4099
01/07/2023 22:30:00,0.3438
01/07/2023 22:45:00,0.3532
01/07/2023 23:00:00,0.4440
01/07/2023 23:15:00,0.3437
01/07/2023 23:30:00,0.3445
01/07/2023 23:45:00,0.3895
01/08/2023 00:00:00,0.4064
01/08/2023 00:15:00,0.3480
01/08/2023 00:30:00,0.3480
01/08/2023 00:45:00,0.3857
01/08/2023 01:00:00,0.4133
01/08/2023 01:15:00,0.3477
01/08/2023 01:30:00,0.3464
01/08/2023 01:45:00,0.3467
01/08/2023 02:00:00,0.4361
01/08/2023 02:15:00,0.3662
01/08/2023 02:30:00,0.3473
01/08/2023 02:45:00,0.3483
01/08/2023 03:00:00,0.3481
01/08/2023 03:15:00,0.4536
01/08/2023 03:30:00,0.3548
01/08/2023 03:45:00,0.3477
01/08/2023 04:00:00,0.3476
01/08/2023 04:15:00,0.3470
01/08/2023 04:30:00,0.4399
01/08/2023 04:45:00,0.4792
01/08/2023 05:00:00,0.3927
01/08/2023 05:15:00,0.3020
01/08/2023 05:30:00,0.2952
01/08/2023 05:45:00,0.2942
01/08/2023 06:00:00,0.3857
01/08/2023 06:15:00,0.3119
01/08/2023 06:30:00,0.2923
01/08/2023 06:45:00,0.2919
01/08/2023 07:00:00,0.2919
01/08/2023 07:15:00,0.0908
01/08/2023 07:30:00,0.0540
01/08/2023 07:45:00,0.0644
01/08/2023 08:00:00,0.0000
01/08/2023 08:15:00,0.0000
01/08/2023 08:30:00,0.0000
01/08/2023 08:45:00,0.0000
01/08/2023 09:00:00,0.0000
01/08/2023 09:15:00,0.0667
01/08/2023 09:30:00,0.0525
01/08/2023 09:45:00,0.0001
01/08/2023 10:00:00,0.0014
01/08/2023 10:15:00,0.0170
01/08/2023 10:30:00,0.1638
01/08/2023 10:45:00,0.4508
01/08/2023 11:00:00,0.1452
01/08/2023 11:15:00,0.0896
01/08/2023 11:30:00,0.0316
01/08/2023 11:45:00,0.1354
01/08/2023 12:00:00,0.1142
01/08/2023 12:15:00,0.1408
01/08/2023 12:30:00,0.1408
01/08/2023 12:45:00,0.3433
01/08/2023 13:00:00,0.0029
01/08/2023 13:15:00,0.0000
01/08/2023 13:30:00,0.0631
01/08/2023 13:45:00,0.0629
01/08/2023 14:00:00,0.0001
01/08/2023 14:15:00,0.0107
01/08/2023 14:30:00,0.0128
01/08/2023 14:45:00,0.0127
01/08/2023 15:00:00,0.0205
01/08/2023 15:15:00,0.1284
01/08/2023 15:30:00,0.2021
01/08/2023 15:45:00,0.1889
01/08/2023 16:00:00,0.0787
01/08/2023 16:15:00,0.1262
01/08/2023 16:30:00,0.1230
01/08/2023 16:45:00,0.0295
01/08/2023 17:00:00,0.0002
01/08/2023 17:15:00,0.0000
01/08/2023 17:30:00,0.0820
01/08/2023 17:45:00,0.0642
01/08/2023 18:00:00,0.0011
01/08/2023 18:15:00,0.0056
01/08/2023 18:30:00,0.0543
01/08/2023 18:45:00,0.1394
01/08/2023 19:00:00,0.0430
01/08/2023 19:15:00,0.0371
01/08/2023 19:30:00,0.1749
01/08/2023 19:45:00,0.2811
01/08/2023 20:00:00,0.1616
01/08/2023 20:15:00,0.1712
01/08/2023 20:30:00,0.1626
01/08/2023 20:45:00,0.2696
01/08/2023 21:00:00,0.1602
01/08/2023 21:15:00,0.1629
01/08/2023 21:30:00,0.1482
01/08/2023 21:45:00,0.1490
01/08/2023 22:00:00,0.0354
01/08/2023 22:15:00,0.0037
01/08/2023 22:30:00,0.0038
01/08/2023 22:45:00,0.0350
01/08/2023 23:00:00,0.0780
01/08/2023 23:15:00,0.0036
01/08/2023 23:30:00,0.0036
01/08/2023 23:45:00,0.0036
01/09/2023 00:00:00,0.0969
01/09/2023 00:15:00,0.0167
01/09/2023 00:30:00,0.0036
01/09/2023 00:45:00,0.0035
01/09/2023 01:00:00,0.0212
01/09/2023 01:15:00,0.0914
