Time Bucket (America/Chicago),Casa8-Mains_A (kWatts)
01/03/2023 22:30:00,0.3616
01/03/2023 22:45:00,0.3786
01/03/2023 23:00:00,0.3736
01/03/2023 23:15:00,0.3489
01/03/2023 23:30:00,0.1860
01/03/2023 23:45:00,0.0303
01/04/2023 00:00:00,0.0266
01/04/2023 00:15:00,0.0266
01/04/2023 00:30:00,0.0227
01/04/2023 00:45:00,0.0189
01/04/2023 01:00:00,0.0171
01/04/2023 01:15:00,0.0161
01/04/2023 01:30:00,0.0154
01/04/2023 01:45:00,0.0150
01/04/2023 02:00:00,0.0141
01/04/2023 02:15:00,0.0138
01/04/2023 02:30:00,0.0138
01/04/2023 02:45:00,0.0138
01/04/2023 03:00:00,0.0138
01/04/2023 03:15:00,0.0138
01/04/2023 03:30:00,0.0139
01/04/2023 03:45:00,0.0138
01/04/2023 04:00:00,0.0139
01/04/2023 04:15:00,0.0143
01/04/2023 04:30:00,0.0168
01/04/2023 04:45:00,0.0160
01/04/2023 05:00:00,0.0662
01/04/2023 05:15:00,0.8089
01/04/2023 05:30:00,0.8168
01/04/2023 05:45:00,0.8420
01/04/2023 06:00:00,0.7946
01/04/2023 06:15:00,0.8465
01/04/2023 06:30:00,0.9996
01/04/2023 06:45:00,0.6962
01/04/2023 07:00:00,0.2535
01/04/2023 07:15:00,0.2001
01/04/2023 07:30:00,0.1551
01/04/2023 07:45:00,0.1000
01/04/2023 08:00:00,0.1095
01/04/2023 08:15:00,0.1057
01/04/2023 08:30:00,0.0418
01/04/2023 08:45:00,0.0383
01/04/2023 09:00:00,0.0384
01/04/2023 09:15:00,0.0387
01/04/2023 09:30:00,0.0390
01/04/2023 09:45:00,0.0470
01/04/2023 10:00:00,0.0297
01/04/2023 10:15:00,0.0401
01/04/2023 10:30:00,0.0379
01/04/2023 10:45:00,0.0493
01/04/2023 11:00:00,0.0459
01/04/2023 11:15:00,0.0774
01/04/2023 11:30:00,0.0902
01/04/2023 11:45:00,0.0889
01/04/2023 12:00:00,0.0298
01/04/2023 12:15:00,0.0455
01/04/2023 12:30:00,0.0313
01/04/2023 12:45:00,0.0298
01/04/2023 13:00:00,0.0533
01/04/2023 13:15:00,0.0409
01/04/2023 13:30:00,0.0349
01/04/2023 13:45:00,0.0501
01/04/2023 14:00:00,0.0285
01/04/2023 14:15:00,0.0290
01/04/2023 14:30:00,0.0457
01/04/2023 14:45:00,0.0288
01/04/2023 15:00:00,0.0289
01/04/2023 15:15:00,0.0473
01/04/2023 15:30:00,0.0290
01/04/2023 15:45:00,0.0293
01/04/2023 16:00:00,0.0482
01/04/2023 16:15:00,0.0294
01/04/2023 16:30:00,0.0439
01/04/2023 16:45:00,0.0770
01/04/2023 17:00:00,0.0886
01/04/2023 17:15:00,0.1300
01/04/2023 17:30:00,0.1556
01/04/2023 17:45:00,0.2059
01/04/2023 18:00:00,0.1904
01/04/2023 18:15:00,0.2302
01/04/2023 18:30:00,0.5424
01/04/2023 18:45:00,0.5664
01/04/2023 19:00:00,0.6344
01/04/2023 19:15:00,0.5905
01/04/2023 19:30:00,0.6964
01/04/2023 19:45:00,0.7021
01/04/2023 20:00:00,0.6323
01/04/2023 20:15:00,0.6482
01/04/2023 20:30:00,0.6383
01/04/2023 20:45:00,0.6754
01/04/2023 21:00:00,1.1184
01/04/2023 21:15:00,1.1217
01/04/2023 21:30:00,1.1031
01/04/2023 21:45:00,1.0868
01/04/2023 22:00:00,0.6376
01/04/2023 22:15:00,0.4093
01/04/2023 22:30:00,0.4397
01/04/2023 22:45:00,0.3613
01/04/2023 23:00:00,0.2696
01/04/2023 23:15:00,0.2652
01/04/2023 23:30:00,0.2803
01/04/2023 23:45:00,0.2624
01/05/2023 00:00:00,0.1507
01/05/2023 00:15:00,0.0486
01/05/2023 00:30:00,0.0475
01/05/2023 00:45:00,0.0576
01/05/2023 01:00:00,0.0449
01/05/2023 01:15:00,0.0324
01/05/2023 01:30:00,0.0321
01/05/2023 01:45:00,0.0318
01/05/2023 02:00:00,0.0314
01/05/2023 02:15:00,0.0356
01/05/2023 02:30:00,0.0442
01/05/2023 02:45:00,0.0306
01/05/2023 03:00:00,0.0259
01/05/2023 03:15:00,0.0259
01/05/2023 03:30:00,0.0255
01/05/2023 03:45:00,0.0259
01/05/2023 04:00:00,0.0261
01/05/2023 04:15:00,0.0275
01/05/2023 04:30:00,0.0603
01/05/2023 04:45:00,0.7066
01/05/2023 05:00:00,0.7649
01/05/2023 05:15:00,0.9067
01/05/2023 05:30:00,0.8881
01/05/2023 05:45:00,0.8004
01/05/2023 06:00:00,0.8343
01/05/2023 06:15:00,0.6258
01/05/2023 06:30:00,0.1477
01/05/2023 06:45:00,0.3575
01/05/2023 07:00:00,0.0755
01/05/2023 07:15:00,0.1041
01/05/2023 07:30:00,0.1367
01/05/2023 07:45:00,0.0959
01/05/2023 08:00:00,0.0274
01/05/2023 08:15:00,0.0306
01/05/2023 08:30:00,0.0299
01/05/2023 08:45:00,0.0273
01/05/2023 09:00:00,0.0392
01/05/2023 09:15:00,0.1004
01/05/2023 09:30:00,0.1006
01/05/2023 09:45:00,0.0347
01/05/2023 10:00:00,0.0352
01/05/2023 10:15:00,0.0349
01/05/2023 10:30:00,0.0355
01/05/2023 10:45:00,0.0321
01/05/2023 11:00:00,0.0321
01/05/2023 11:15:00,0.0318
01/05/2023 11:30:00,0.0326
01/05/2023 11:45:00,0.0314
01/05/2023 12:00:00,0.0330
01/05/2023 12:15:00,0.0422
01/05/2023 12:30:00,0.0328
01/05/2023 12:45:00,0.0382
01/05/2023 13:00:00,0.0368
01/05/2023 13:15:00,0.0346
01/05/2023 13:30:00,0.0362
01/05/2023 13:45:00,0.0361
01/05/2023 14:00:00,0.0359
01/05/2023 14:15:00,0.0334
01/05/2023 14:30:00,0.0365
01/05/2023 14:45:00,0.0430
01/05/2023 15:00:00,0.0428
01/05/2023 15:15:00,0.0548
01/05/2023 15:30:00,0.0371
01/05/2023 15:45:00,0.0350
01/05/2023 16:00:00,0.0403
01/05/2023 16:15:00,0.0983
01/05/2023 16:30:00,0.1166
01/05/2023 16:45:00,0.0803
01/05/2023 17:00:00,0.0415
01/05/2023 17:15:00,0.0388
01/05/2023 17:30:00,0.2619
01/05/2023 17:45:00,0.4768
01/05/2023 18:00:00,0.1015
01/05/2023 18:15:00,0.0507
01/05/2023 18:30:00,0.1315
01/05/2023 18:45:00,0.1414
01/05/2023 19:00:00,0.1539
01/05/2023 19:15:00,0.1767
01/05/2023 19:30:00,0.1850
01/05/2023 19:45:00,0.1682
01/05/2023 20:00:00,0.1665
01/05/2023 20:15:00,0.1701
01/05/2023 20:30:00,0.2001
01/05/2023 20:45:00,0.1988
01/05/2023 21:00:00,0.1564
01/05/2023 21:15:00,0.1557
01/05/2023 21:30:00,0.0845
01/05/2023 21:45:00,0.3151
01/05/2023 22:00:00,0.2754
01/05/2023 22:15:00,0.2657
01/05/2023 22:30:00,0.3083
01/05/2023 22:45:00,0.3197
01/05/2023 23:00:00,0.3398
01/05/2023 23:15:00,0.2842
01/05/2023 23:30:00,0.2613
01/05/2023 23:45:00,0.2551
01/06/2023 00:00:00,0.2502
01/06/2023 00:15:00,0.2552
01/06/2023 00:30:00,0.2541
01/06/2023 00:45:00,0.2509
01/06/2023 01:00:00,0.0582
01/06/2023 01:15:00,0.0514
01/06/2023 01:30:00,0.0488
01/06/2023 01:45:00,0.0513
01/06/2023 02:00:00,0.0479
01/06/2023 02:15:00,0.0432
01/06/2023 02:30:00,0.0391
01/06/2023 02:45:00,0.0386
01/06/2023 03:00:00,0.0377
01/06/2023 03:15:00,0.0369
01/06/2023 03:30:00,0.0359
01/06/2023 03:45:00,0.0346
01/06/2023 04:00:00,0.0348
01/06/2023 04:15:00,0.0330
01/06/2023 04:30:00,0.0282
01/06/2023 04:45:00,0.0215
01/06/2023 05:00:00,0.0328
01/06/2023 05:15:00,0.0320
01/06/2023 05:30:00,0.5083
01/06/2023 05:45:00,0.6958
01/06/2023 06:00:00,0.7683
01/06/2023 06:15:00,0.7679
01/06/2023 06:30:00,0.7656
01/06/2023 06:45:00,0.7536
01/06/2023 07:00:00,0.7717
01/06/2023 07:15:00,0.4982
01/06/2023 07:30:00,0.0501
01/06/2023 07:45:00,0.0273
01/06/2023 08:00:00,0.0604
01/06/2023 08:15:00,0.0835
01/06/2023 08:30:00,0.1312
01/06/2023 08:45:00,0.1307
01/06/2023 09:00:00,0.1286
01/06/2023 09:15:00,0.1271
01/06/2023 09:30:00,0.1275
01/06/2023 09:45:00,0.1279
01/06/2023 10:00:00,0.1148
01/06/2023 10:15:00,0.1245
01/06/2023 10:30:00,0.1290
01/06/2023 10:45:00,0.1327
01/06/2023 11:00:00,0.1293
01/06/2023 11:15:00,0.1672
01/06/2023 11:30:00,0.1310
01/06/2023 11:45:00,0.1291
01/06/2023 12:00:00,0.1270
01/06/2023 12:15:00,0.1210
01/06/2023 12:30:00,0.1167
01/06/2023 12:45:00,0.1289
01/06/2023 13:00:00,0.1715
01/06/2023 13:15:00,0.1777
01/06/2023 13:30:00,0.1503
01/06/2023 13:45:00,0.1107
01/06/2023 14:00:00,0.1092
01/06/2023 14:15:00,0.1011
01/06/2023 14:30:00,0.0182
01/06/2023 14:45:00,0.0181
01/06/2023 15:00:00,0.0253
01/06/2023 15:15:00,0.0516
01/06/2023 15:30:00,0.0771
01/06/2023 15:45:00,0.0863
01/06/2023 16:00:00,0.0701
01/06/2023 16:15:00,0.0686
01/06/2023 16:30:00,0.0710
01/06/2023 16:45:00,0.1740
01/06/2023 17:00:00,0.1434
01/06/2023 17:15:00,0.1225
01/06/2023 17:30:00,0.1286
01/06/2023 17:45:00,0.1338
01/06/2023 18:00:00,0.1275
01/06/2023 18:15:00,0.1136
01/06/2023 18:30:00,0.2740
01/06/2023 18:45:00,0.2838
01/06/2023 19:00:00,0.3915
01/06/2023 19:15:00,0.3741
01/06/2023 19:30:00,0.3755
01/06/2023 19:45:00,0.3723
01/06/2023 20:00:00,0.3347
01/06/2023 20:15:00,0.3529
01/06/2023 20:30:00,0.2794
01/06/2023 20:45:00,0.1857
01/06/2023 21:00:00,0.1726
01/06/2023 21:15:00,0.1846
01/06/2023 21:30:00,0.3767
01/06/2023 21:45:00,0.3864
01/06/2023 22:00:00,0.3734
01/06/2023 22:15:00,0.3903
01/06/2023 22:30:00,0.3771
01/06/2023 22:45:00,0.3908
01/06/2023 23:00:00,0.3803
01/06/2023 23:15:00,0.3248
01/06/2023 23:30:00,0.2276
01/06/2023 23:45:00,0.1383
01/07/2023 00:00:00,0.2141
01/07/2023 00:15:00,0.1294
01/07/2023 00:30:00,0.1169
01/07/2023 00:45:00,0.0353
01/07/2023 01:00:00,0.0356
01/07/2023 01:15:00,0.0349
01/07/2023 01:30:00,0.0346
01/07/2023 01:45:00,0.0299
01/07/2023 02:00:00,0.0255
01/07/2023 02:15:00,0.0235
01/07/2023 02:30:00,0.0224
01/07/2023 02:45:00,0.0217
01/07/2023 03:00:00,0.0213
01/07/2023 03:15:00,0.0206
01/07/2023 03:30:00,0.0200
01/07/2023 03:45:00,0.0200
01/07/2023 04:00:00,0.0200
01/07/2023 04:15:00,0.0200
01/07/2023 04:30:00,0.0201
01/07/2023 04:45:00,0.0170
01/07/2023 05:00:00,0.0139
01/07/2023 05:15:00,0.0115
01/07/2023 05:30:00,0.0116
01/07/2023 05:45:00,0.0116
01/07/2023 06:00:00,0.0416
01/07/2023 06:15:00,0.0441
01/07/2023 06:30:00,0.0155
01/07/2023 06:45:00,0.0154
01/07/2023 07:00:00,0.0153
01/07/2023 07:15:00,0.2929
01/07/2023 07:30:00,0.2969
01/07/2023 07:45:00,0.1538
01/07/2023 08:00:00,0.4803
01/07/2023 08:15:00,0.6881
01/07/2023 08:30:00,0.6887
01/07/2023 08:45:00,0.6550
01/07/2023 09:00:00,0.0636
01/07/2023 09:15:00,0.0480
01/07/2023 09:30:00,0.0565
01/07/2023 09:45:00,0.0398
01/07/2023 10:00:00,0.0410
01/07/2023 10:15:00,0.0953
01/07/2023 10:30:00,0.1114
01/07/2023 10:45:00,0.3202
01/07/2023 11:00:00,0.0500
01/07/2023 11:15:00,0.0447
01/07/2023 11:30:00,0.0432
01/07/2023 11:45:00,0.0615
01/07/2023 12:00:00,0.0439
01/07/2023 12:15:00,0.0446
01/07/2023 12:30:00,0.0439
01/07/2023 12:45:00,0.0456
01/07/2023 13:00:00,0.0475
01/07/2023 13:15:00,0.0645
01/07/2023 13:30:00,0.0475
01/07/2023 13:45:00,0.0465
01/07/2023 14:00:00,0.0598
01/07/2023 14:15:00,0.0813
01/07/2023 14:30:00,0.0717
01/07/2023 14:45:00,0.0561
01/07/2023 15:00:00,0.0421
01/07/2023 15:15:00,0.0285
01/07/2023 15:30:00,0.0267
01/07/2023 15:45:00,0.0259
01/07/2023 16:00:00,0.0235
01/07/2023 16:15:00,0.0192
01/07/2023 16:30:00,0.4556
01/07/2023 16:45:00,1.1203
01/07/2023 17:00:00,1.1518
01/07/2023 17:15:00,0.6831
01/07/2023 17:30:00,0.7231
01/07/2023 17:45:00,0.6417
01/07/2023 18:00:00,0.0308
01/07/2023 18:15:00,0.0312
01/07/2023 18:30:00,0.0313
01/07/2023 18:45:00,0.1475
01/07/2023 19:00:00,0.7543
01/07/2023 19:15:00,0.6090
01/07/2023 19:30:00,0.7591
01/07/2023 19:45:00,0.7627
01/07/2023 20:00:00,0.7424
01/07/2023 20:15:00,0.5735
01/07/2023 20:30:00,0.1429
01/07/2023 20:45:00,0.1422
01/07/2023 21:00:00,0.1413
01/07/2023 21:15:00,0.1414
01/07/2023 21:30:00,0.1928
01/07/2023 21:45:00,0.3442
01/07/2023 22:00:00,0.4281
01/07/2023 22:15:00,0.4808
01/07/2023 22:30:00,0.5480
01/07/2023 22:45:00,0.5478
01/07/2023 23:00:00,0.2654
01/07/2023 23:15:00,0.2246
01/07/2023 23:30:00,0.1919
01/07/2023 23:45:00,0.2015
01/08/2023 00:00:00,0.2403
01/08/2023 00:15:00,0.2667
01/08/2023 00:30:00,0.2646
01/08/2023 00:45:00,0.2536
01/08/2023 01:00:00,0.1810
01/08/2023 01:15:00,0.1595
01/08/2023 01:30:00,0.1777
01/08/2023 01:45:00,0.1510
01/08/2023 02:00:00,0.1556
01/08/2023 02:15:00,0.1604
01/08/2023 02:30:00,0.1828
01/08/2023 02:45:00,0.1800
01/08/2023 03:00:00,0.0947
01/08/2023 03:15:00,0.0642
01/08/2023 03:30:00,0.0593
01/08/2023 03:45:00,0.0515
01/08/2023 04:00:00,0.0431
01/08/2023 04:15:00,0.0510
01/08/2023 04:30:00,0.0733
01/08/2023 04:45:00,0.0746
01/08/2023 05:00:00,0.0406
01/08/2023 05:15:00,0.0561
01/08/2023 05:30:00,0.0401
01/08/2023 05:45:00,0.0440
01/08/2023 06:00:00,0.0616
01/08/2023 06:15:00,0.0489
01/08/2023 06:30:00,0.0489
01/08/2023 06:45:00,0.0584
01/08/2023 07:00:00,0.4816
01/08/2023 07:15:00,0.0437
01/08/2023 07:30:00,0.0427
01/08/2023 07:45:00,0.0547
01/08/2023 08:00:00,0.0424
01/08/2023 08:15:00,0.0418
01/08/2023 08:30:00,0.0438
01/08/2023 08:45:00,0.0537
01/08/2023 09:00:00,0.0412
01/08/2023 09:15:00,0.0410
01/08/2023 09:30:00,0.0405
01/08/2023 09:45:00,0.0505
01/08/2023 10:00:00,0.0462
01/08/2023 10:15:00,0.0409
01/08/2023 10:30:00,0.0626
01/08/2023 10:45:00,0.2192
01/08/2023 11:00:00,0.6932
01/08/2023 11:15:00,0.1508
01/08/2023 11:30:00,0.1099
01/08/2023 11:45:00,0.3354
01/08/2023 12:00:00,0.1505
01/08/2023 12:15:00,0.1413
01/08/2023 12:30:00,0.0954
01/08/2023 12:45:00,0.0657
01/08/2023 13:00:00,0.0804
01/08/2023 13:15:00,0.0659
01/08/2023 13:30:00,0.0658
01/08/2023 13:45:00,0.0677
01/08/2023 14:00:00,0.0818
01/08/2023 14:15:00,0.0678
01/08/2023 14:30:00,0.1132
01/08/2023 14:45:00,0.0932
01/08/2023 15:00:00,0.0545
01/08/2023 15:15:00,0.0609
01/08/2023 15:30:00,0.1760
01/08/2023 15:45:00,0.3072
01/08/2023 16:00:00,0.3412
01/08/2023 16:15:00,0.3169
01/08/2023 16:30:00,0.3296
01/08/2023 16:45:00,0.3487
01/08/2023 17:00:00,0.3247
01/08/2023 17:15:00,0.3289
01/08/2023 17:30:00,0.2559
01/08/2023 17:45:00,0.3446
01/08/2023 18:00:00,0.2942
01/08/2023 18:15:00,0.3873
01/08/2023 18:30:00,0.3111
01/08/2023 18:45:00,0.3445
01/08/2023 19:00:00,0.3479
01/08/2023 19:15:00,0.3677
01/08/2023 19:30:00,0.3156
01/08/2023 19:45:00,0.2586
01/08/2023 20:00:00,0.2376
01/08/2023 20:15:00,0.2274
01/08/2023 20:30:00,0.2233
01/08/2023 20:45:00,0.2980
01/08/2023 21:00:00,0.4496
01/08/2023 21:15:00,0.5436
01/08/2023 21:30:00,0.5341
01/08/2023 21:45:00,0.5525
01/08/2023 22:00:00,0.5963
01/08/2023 22:15:00,0.5833
01/08/2023 22:30:00,0.6568
01/08/2023 22:45:00,0.6664
01/08/2023 23:00:00,0.5256
01/08/2023 23:15:00,0.5411
01/08/2023 23:30:00,0.4425
01/08/2023 23:45:00,0.2740
01/09/2023 00:00:00,0.2594
01/09/2023 00:15:00,0.2628
01/09/2023 00:30:00,0.2645
01/09/2023 00:45:00,0.2655
01/09/2023 01:00:00,0.2676
01/09/2023 01:15:00,0.0738
