Time Bucket (America/Chicago),Casa6-Mains_C (kWhs)
03/04/2023 22:00:00,0.0538
03/04/2023 23:00:00,0.0784
03/05/2023 00:00:00,0.1592
03/05/2023 01:00:00,0.0635
03/05/2023 02:00:00,0.0224
03/05/2023 03:00:00,0.0376
03/05/2023 04:00:00,0.0496
03/05/2023 05:00:00,0.0464
03/05/2023 06:00:00,0.0499
03/05/2023 07:00:00,0.1173
03/05/2023 08:00:00,0.0860
03/05/2023 09:00:00,0.1718
03/05/2023 10:00:00,0.0747
03/05/2023 11:00:00,0.1322
03/05/2023 12:00:00,0.0332
03/05/2023 13:00:00,0.0392
03/05/2023 14:00:00,0.0522
03/05/2023 15:00:00,0.0634
03/05/2023 16:00:00,0.0662
03/05/2023 17:00:00,0.0626
03/05/2023 18:00:00,0.0580
03/05/2023 19:00:00,0.0614
03/05/2023 20:00:00,0.0677
03/05/2023 21:00:00,0.0567
03/05/2023 22:00:00,0.0499
03/05/2023 23:00:00,0.0542
03/06/2023 00:00:00,0.0476
03/06/2023 01:00:00,0.0379
03/06/2023 02:00:00,0.0377
03/06/2023 03:00:00,0.0374
03/06/2023 04:00:00,0.0369
03/06/2023 05:00:00,0.0362
03/06/2023 06:00:00,0.0361
03/06/2023 07:00:00,0.0319
03/06/2023 08:00:00,0.0306
03/06/2023 09:00:00,0.1705
03/06/2023 10:00:00,0.1051
03/06/2023 11:00:00,0.1186
03/06/2023 12:00:00,0.1760
03/06/2023 13:00:00,0.1132
03/06/2023 14:00:00,0.0838
03/06/2023 15:00:00,0.0546
03/06/2023 16:00:00,0.0360
03/06/2023 17:00:00,0.0385
03/06/2023 18:00:00,0.0489
03/06/2023 19:00:00,0.1145
03/06/2023 20:00:00,0.1122
03/06/2023 21:00:00,0.1210
03/06/2023 22:00:00,0.0292
03/06/2023 23:00:00,0.0373
03/07/2023 00:00:00,0.0531
03/07/2023 01:00:00,0.0511
03/07/2023 02:00:00,0.0048
03/07/2023 03:00:00,0.0515
03/07/2023 04:00:00,0.0499
03/07/2023 05:00:00,0.0046
03/07/2023 06:00:00,0.0492
03/07/2023 07:00:00,0.0167
03/07/2023 08:00:00,0.0329
03/07/2023 09:00:00,0.0491
03/07/2023 10:00:00,0.0635
03/07/2023 11:00:00,0.1478
03/07/2023 12:00:00,0.1873
03/07/2023 13:00:00,0.0853
03/07/2023 14:00:00,0.1407
03/07/2023 15:00:00,0.0940
03/07/2023 16:00:00,0.0396
03/07/2023 17:00:00,0.0835
03/07/2023 18:00:00,0.0997
03/07/2023 19:00:00,0.1364
03/07/2023 20:00:00,0.1048
03/07/2023 21:00:00,0.0795
03/07/2023 22:00:00,0.0415
03/07/2023 23:00:00,0.0398
03/08/2023 00:00:00,0.0534
03/08/2023 01:00:00,0.0509
03/08/2023 02:00:00,0.0482
03/08/2023 03:00:00,0.0461
03/08/2023 04:00:00,0.0360
03/08/2023 05:00:00,0.0511
03/08/2023 06:00:00,0.0610
03/08/2023 07:00:00,0.0337
03/08/2023 08:00:00,0.0278
03/08/2023 09:00:00,0.0196
03/08/2023 10:00:00,0.0277
03/08/2023 11:00:00,0.0347
03/08/2023 12:00:00,0.0347
03/08/2023 13:00:00,0.1170
03/08/2023 14:00:00,0.0880
03/08/2023 15:00:00,0.0415
03/08/2023 16:00:00,0.0470
03/08/2023 17:00:00,0.0880
03/08/2023 18:00:00,0.0874
03/08/2023 19:00:00,0.1500
03/08/2023 20:00:00,0.0878
03/08/2023 21:00:00,0.1040
03/08/2023 22:00:00,0.0734
03/08/2023 23:00:00,0.0690
03/09/2023 00:00:00,0.0544
03/09/2023 01:00:00,0.0381
03/09/2023 02:00:00,0.0367
03/09/2023 03:00:00,0.0417
03/09/2023 04:00:00,0.0473
03/09/2023 05:00:00,0.0409
03/09/2023 06:00:00,0.0331
03/09/2023 07:00:00,0.0258
03/09/2023 08:00:00,0.0413
03/09/2023 09:00:00,0.1851
03/09/2023 10:00:00,0.0300
03/09/2023 11:00:00,0.0326
03/09/2023 12:00:00,0.0360
03/09/2023 13:00:00,0.1299
03/09/2023 14:00:00,0.0907
03/09/2023 15:00:00,0.0294
03/09/2023 16:00:00,0.0475
03/09/2023 17:00:00,0.0465
03/09/2023 18:00:00,0.0607
03/09/2023 19:00:00,0.1102
03/09/2023 20:00:00,0.0919
03/09/2023 21:00:00,0.1300
03/09/2023 22:00:00,0.0442
03/09/2023 23:00:00,0.0423
03/10/2023 00:00:00,0.0382
03/10/2023 01:00:00,0.0352
03/10/2023 02:00:00,0.0394
03/10/2023 03:00:00,0.0420
03/10/2023 04:00:00,0.0412
03/10/2023 05:00:00,0.0408
03/10/2023 06:00:00,0.0400
03/10/2023 07:00:00,0.0377
03/10/2023 08:00:00,0.0270
03/10/2023 09:00:00,0.0188
03/10/2023 10:00:00,0.0376
03/10/2023 11:00:00,0.0543
03/10/2023 12:00:00,0.0372
03/10/2023 13:00:00,0.0424
03/10/2023 14:00:00,0.0652
03/10/2023 15:00:00,0.1329
03/10/2023 16:00:00,0.1138
03/10/2023 17:00:00,0.0780
03/10/2023 18:00:00,0.0798
03/10/2023 19:00:00,0.0372
03/10/2023 20:00:00,0.0585
03/10/2023 21:00:00,0.0932
03/10/2023 22:00:00,0.0188
03/10/2023 23:00:00,0.0444
03/11/2023 00:00:00,0.0573
03/11/2023 01:00:00,0.0207
03/11/2023 02:00:00,0.0387
03/11/2023 03:00:00,0.0536
03/11/2023 04:00:00,0.0038
03/11/2023 05:00:00,0.0579
03/11/2023 06:00:00,0.0041
03/11/2023 07:00:00,0.0535
03/11/2023 08:00:00,0.0467
03/11/2023 09:00:00,0.1395
03/11/2023 10:00:00,0.1342
03/11/2023 11:00:00,0.1018
03/11/2023 12:00:00,0.0460
03/11/2023 13:00:00,0.0516
03/11/2023 14:00:00,0.0439
03/11/2023 15:00:00,0.0906
03/11/2023 16:00:00,0.1563
03/11/2023 17:00:00,0.1082
03/11/2023 18:00:00,0.0865
03/11/2023 19:00:00,0.1116
03/11/2023 20:00:00,0.0994
03/11/2023 21:00:00,0.0604
03/11/2023 22:00:00,0.0392
03/11/2023 23:00:00,0.0617
03/12/2023 00:00:00,0.0342
03/12/2023 01:00:00,0.0315
03/12/2023 03:00:00,0.0608
03/12/2023 04:00:00,0.0261
03/12/2023 05:00:00,0.0374
03/12/2023 06:00:00,0.0586
03/12/2023 07:00:00,0.0204
03/12/2023 08:00:00,0.0537
03/12/2023 09:00:00,0.0740
03/12/2023 10:00:00,0.0261
03/12/2023 11:00:00,0.0538
03/12/2023 12:00:00,0.0000
03/12/2023 13:00:00,0.0570
03/12/2023 14:00:00,0.0424
03/12/2023 15:00:00,0.0445
03/12/2023 16:00:00,0.1273
03/12/2023 17:00:00,0.0839
03/12/2023 18:00:00,0.0079
03/12/2023 19:00:00,0.1797
03/12/2023 20:00:00,0.1344
03/12/2023 21:00:00,0.1185
03/12/2023 22:00:00,0.1148
03/12/2023 23:00:00,0.0610
03/13/2023 00:00:00,0.0303
03/13/2023 01:00:00,0.0302
03/13/2023 02:00:00,0.0584
03/13/2023 03:00:00,0.0042
03/13/2023 04:00:00,0.0580
03/13/2023 05:00:00,0.0249
03/13/2023 06:00:00,0.0374
03/13/2023 07:00:00,0.0506
03/13/2023 08:00:00,0.0007
03/13/2023 09:00:00,0.0484
03/13/2023 10:00:00,0.0942
03/13/2023 11:00:00,0.0747
03/13/2023 12:00:00,0.0185
03/13/2023 13:00:00,0.0405
03/13/2023 14:00:00,0.0421
03/13/2023 15:00:00,0.0412
03/13/2023 16:00:00,0.0403
03/13/2023 17:00:00,0.0424
03/13/2023 18:00:00,0.0834
03/13/2023 19:00:00,0.0767
03/13/2023 20:00:00,0.1838
03/13/2023 21:00:00,0.2097
03/13/2023 22:00:00,0.0670
03/13/2023 23:00:00,0.0412
03/14/2023 00:00:00,0.0475
03/14/2023 01:00:00,0.0375
03/14/2023 02:00:00,0.0201
03/14/2023 03:00:00,0.0495
03/14/2023 04:00:00,0.0482
03/14/2023 05:00:00,0.0453
03/14/2023 06:00:00,0.0271
03/14/2023 07:00:00,0.0209
03/14/2023 08:00:00,0.0397
03/14/2023 09:00:00,0.0653
03/14/2023 10:00:00,0.1564
03/14/2023 11:00:00,0.0464
03/14/2023 12:00:00,0.0459
03/14/2023 13:00:00,0.0334
03/14/2023 14:00:00,0.0235
03/14/2023 15:00:00,0.0548
03/14/2023 16:00:00,0.0445
03/14/2023 17:00:00,0.0467
03/14/2023 18:00:00,0.0950
03/14/2023 19:00:00,0.0987
03/14/2023 20:00:00,0.1676
03/14/2023 21:00:00,0.1652
03/14/2023 22:00:00,0.2091
03/14/2023 23:00:00,0.0986
03/15/2023 00:00:00,0.0102
03/15/2023 01:00:00,0.0579
03/15/2023 02:00:00,0.0414
03/15/2023 03:00:00,0.0238
03/15/2023 04:00:00,0.0481
03/15/2023 05:00:00,0.0464
03/15/2023 06:00:00,0.0444
03/15/2023 07:00:00,0.0098
03/15/2023 08:00:00,0.0346
03/15/2023 09:00:00,0.0589
03/15/2023 10:00:00,0.0095
03/15/2023 11:00:00,0.0328
03/15/2023 12:00:00,0.0462
03/15/2023 13:00:00,0.0575
03/15/2023 14:00:00,0.0423
03/15/2023 15:00:00,0.0345
03/15/2023 16:00:00,0.0563
03/15/2023 17:00:00,0.0972
03/15/2023 18:00:00,0.0675
03/15/2023 19:00:00,0.0944
03/15/2023 20:00:00,0.2067
03/15/2023 21:00:00,0.2130
03/15/2023 22:00:00,0.1405
03/15/2023 23:00:00,0.1432
03/16/2023 00:00:00,0.0891
03/16/2023 01:00:00,0.0159
03/16/2023 02:00:00,0.0016
03/16/2023 03:00:00,0.0834
03/16/2023 04:00:00,0.0485
03/16/2023 05:00:00,0.0103
03/16/2023 06:00:00,0.0456
03/16/2023 07:00:00,0.0481
03/16/2023 08:00:00,0.0316
03/16/2023 09:00:00,0.0872
03/16/2023 10:00:00,0.0424
03/16/2023 11:00:00,0.0823
03/16/2023 12:00:00,0.0330
03/16/2023 13:00:00,0.0406
03/16/2023 14:00:00,0.0593
03/16/2023 15:00:00,0.0382
03/16/2023 16:00:00,0.0366
03/16/2023 17:00:00,0.0373
03/16/2023 18:00:00,0.0382
03/16/2023 19:00:00,0.0392
03/16/2023 20:00:00,0.0408
03/16/2023 21:00:00,0.0398
03/16/2023 22:00:00,0.0397
03/16/2023 23:00:00,0.0400
03/17/2023 00:00:00,0.0388
03/17/2023 01:00:00,0.0346
03/17/2023 02:00:00,0.0226
03/17/2023 03:00:00,0.0243
03/17/2023 04:00:00,0.1181
03/17/2023 05:00:00,0.0812
03/17/2023 06:00:00,0.0017
03/17/2023 07:00:00,0.0505
03/17/2023 08:00:00,0.0373
03/17/2023 09:00:00,0.0069
03/17/2023 10:00:00,0.0430
03/17/2023 11:00:00,0.0037
03/17/2023 12:00:00,0.0402
03/17/2023 13:00:00,0.0455
03/17/2023 14:00:00,0.0000
03/17/2023 15:00:00,0.0478
03/17/2023 16:00:00,0.0477
03/17/2023 17:00:00,0.0314
03/17/2023 18:00:00,0.0159
03/17/2023 19:00:00,0.0492
03/17/2023 20:00:00,0.0488
03/17/2023 21:00:00,0.0319
03/17/2023 22:00:00,0.0178
03/17/2023 23:00:00,0.0487
03/18/2023 00:00:00,0.0480
03/18/2023 01:00:00,0.0013
03/18/2023 02:00:00,0.0475
03/18/2023 03:00:00,0.0464
03/18/2023 04:00:00,0.0013
03/18/2023 05:00:00,0.0457
03/18/2023 06:00:00,0.0457
03/18/2023 07:00:00,0.0014
03/18/2023 08:00:00,0.0434
03/18/2023 09:00:00,0.0384
03/18/2023 10:00:00,0.0040
03/18/2023 11:00:00,0.0431
03/18/2023 12:00:00,0.0229
03/18/2023 13:00:00,0.1112
03/18/2023 14:00:00,0.0622
03/18/2023 15:00:00,0.0412
03/18/2023 16:00:00,0.0097
03/18/2023 17:00:00,0.0463
03/18/2023 18:00:00,0.0472
03/18/2023 19:00:00,0.0069
03/18/2023 20:00:00,0.0424
03/18/2023 21:00:00,0.0485
03/18/2023 22:00:00,0.0131
03/18/2023 23:00:00,0.0360
03/19/2023 00:00:00,0.0474
03/19/2023 01:00:00,0.0061
03/19/2023 02:00:00,0.0409
03/19/2023 03:00:00,0.0455
03/19/2023 04:00:00,0.0013
03/19/2023 05:00:00,0.0453
03/19/2023 06:00:00,0.0309
03/19/2023 07:00:00,0.0157
03/19/2023 08:00:00,0.0419
03/19/2023 09:00:00,0.0000
03/19/2023 10:00:00,0.0420
03/19/2023 11:00:00,0.0122
03/19/2023 12:00:00,0.0306
03/19/2023 13:00:00,0.0437
03/19/2023 14:00:00,0.0000
03/19/2023 15:00:00,0.0444
03/19/2023 16:00:00,0.0452
03/19/2023 17:00:00,0.0278
03/19/2023 18:00:00,0.0197
03/19/2023 19:00:00,0.0474
03/19/2023 20:00:00,0.0483
03/19/2023 21:00:00,0.0147
03/19/2023 22:00:00,0.1134
03/19/2023 23:00:00,0.0804
03/20/2023 00:00:00,0.0333
03/20/2023 01:00:00,0.0341
03/20/2023 02:00:00,0.0228
03/20/2023 03:00:00,0.0457
03/20/2023 04:00:00,0.0013
03/20/2023 05:00:00,0.0452
03/20/2023 06:00:00,0.0160
03/20/2023 07:00:00,0.0302
03/20/2023 08:00:00,0.0281
03/20/2023 09:00:00,0.0148
03/20/2023 10:00:00,0.0330
03/20/2023 11:00:00,0.0102
03/20/2023 12:00:00,0.0441
03/20/2023 13:00:00,0.0000
03/20/2023 14:00:00,0.0445
03/20/2023 15:00:00,0.0383
03/20/2023 16:00:00,0.0067
03/20/2023 17:00:00,0.0462
03/20/2023 18:00:00,0.0468
03/20/2023 19:00:00,0.0344
03/20/2023 20:00:00,0.0150
03/20/2023 21:00:00,0.0482
03/20/2023 22:00:00,0.0473
03/20/2023 23:00:00,0.0254
03/21/2023 00:00:00,0.0231
03/21/2023 01:00:00,0.0464
03/21/2023 02:00:00,0.0382
03/21/2023 03:00:00,0.0117
03/21/2023 04:00:00,0.0349
03/21/2023 05:00:00,0.0441
03/21/2023 06:00:00,0.0013
03/21/2023 07:00:00,0.0448
03/21/2023 08:00:00,0.0000
03/21/2023 09:00:00,0.1125
03/21/2023 10:00:00,0.0713
03/21/2023 11:00:00,0.0000
03/21/2023 12:00:00,0.0481
03/21/2023 13:00:00,0.0370
03/21/2023 14:00:00,0.0093
03/21/2023 15:00:00,0.0366
03/21/2023 16:00:00,0.0484
03/21/2023 17:00:00,0.0361
03/21/2023 18:00:00,0.0123
03/21/2023 19:00:00,0.0486
03/21/2023 20:00:00,0.0508
03/21/2023 21:00:00,0.0463
03/21/2023 22:00:00,0.0111
03/21/2023 23:00:00,0.0426
03/22/2023 00:00:00,0.0482
03/22/2023 01:00:00,0.0372
03/22/2023 02:00:00,0.0124
03/22/2023 03:00:00,0.0469
03/22/2023 04:00:00,0.0434
03/22/2023 05:00:00,0.0041
03/22/2023 06:00:00,0.0462
03/22/2023 07:00:00,0.0167
03/22/2023 08:00:00,0.0278
03/22/2023 09:00:00,0.0429
03/22/2023 10:00:00,0.0252
03/22/2023 11:00:00,0.0111
03/22/2023 12:00:00,0.0309
03/22/2023 13:00:00,0.0345
03/22/2023 14:00:00,0.0344
03/22/2023 15:00:00,0.0357
03/22/2023 16:00:00,0.0525
03/22/2023 17:00:00,0.1113
03/22/2023 18:00:00,0.0522
03/22/2023 19:00:00,0.0570
03/22/2023 20:00:00,0.0481
03/22/2023 21:00:00,0.0182
03/22/2023 22:00:00,0.0424
03/22/2023 23:00:00,0.0516
03/23/2023 00:00:00,0.0492
03/23/2023 01:00:00,0.0091
03/23/2023 02:00:00,0.0413
03/23/2023 03:00:00,0.0479
03/23/2023 04:00:00,0.0260
03/23/2023 05:00:00,0.0230
03/23/2023 06:00:00,0.0451
03/23/2023 07:00:00,0.0150
03/23/2023 08:00:00,0.0299
03/23/2023 09:00:00,0.0424
03/23/2023 10:00:00,0.0000
03/23/2023 11:00:00,0.0432
03/23/2023 12:00:00,0.0252
03/23/2023 13:00:00,0.0195
03/23/2023 14:00:00,0.0463
03/23/2023 15:00:00,0.0393
03/23/2023 16:00:00,0.0149
03/23/2023 17:00:00,0.0439
03/23/2023 18:00:00,0.0499
03/23/2023 19:00:00,0.0508
03/23/2023 20:00:00,0.0363
03/23/2023 21:00:00,0.0223
03/23/2023 22:00:00,0.1192
03/23/2023 23:00:00,0.0999
03/24/2023 00:00:00,0.0335
03/24/2023 01:00:00,0.0243
03/24/2023 02:00:00,0.0511
03/24/2023 03:00:00,0.0490
03/24/2023 04:00:00,0.0160
03/24/2023 05:00:00,0.0330
03/24/2023 06:00:00,0.0473
03/24/2023 07:00:00,0.0205
03/24/2023 08:00:00,0.0247
03/24/2023 09:00:00,0.0437
03/24/2023 10:00:00,0.0048
03/24/2023 11:00:00,0.0396
03/24/2023 12:00:00,0.0455
03/24/2023 13:00:00,0.0082
03/24/2023 14:00:00,0.0397
03/24/2023 15:00:00,0.0487
03/24/2023 16:00:00,0.0507
03/24/2023 17:00:00,0.0314
03/24/2023 18:00:00,0.0280
03/24/2023 19:00:00,0.0470
03/24/2023 20:00:00,0.0571
03/24/2023 21:00:00,0.0559
03/24/2023 22:00:00,0.0480
03/24/2023 23:00:00,0.0279
03/25/2023 00:00:00,0.0350
03/25/2023 01:00:00,0.1247
03/25/2023 02:00:00,0.1013
03/25/2023 03:00:00,0.0200
03/25/2023 04:00:00,0.0391
03/25/2023 05:00:00,0.0517
03/25/2023 06:00:00,0.0496
03/25/2023 07:00:00,0.0137
03/25/2023 08:00:00,0.0332
03/25/2023 09:00:00,0.0441
03/25/2023 10:00:00,0.0299
03/25/2023 11:00:00,0.0170
03/25/2023 12:00:00,0.0481
03/25/2023 13:00:00,0.0495
03/25/2023 14:00:00,0.0168
03/25/2023 15:00:00,0.0343
03/25/2023 16:00:00,0.0527
03/25/2023 17:00:00,0.0537
03/25/2023 18:00:00,0.0412
03/25/2023 19:00:00,0.0315
03/25/2023 20:00:00,0.0428
03/25/2023 21:00:00,0.0560
03/25/2023 22:00:00,0.0547
03/25/2023 23:00:00,0.0519
03/26/2023 00:00:00,0.0241
03/26/2023 01:00:00,0.0352
03/26/2023 02:00:00,0.1244
03/26/2023 03:00:00,0.0984
03/26/2023 04:00:00,0.0204
03/26/2023 05:00:00,0.0377
03/26/2023 06:00:00,0.0511
03/26/2023 07:00:00,0.0492
03/26/2023 08:00:00,0.0060
03/26/2023 09:00:00,0.0388
03/26/2023 10:00:00,0.0459
03/26/2023 11:00:00,0.0229
03/26/2023 12:00:00,0.0229
03/26/2023 13:00:00,0.0492
03/26/2023 14:00:00,0.0514
03/26/2023 15:00:00,0.0314
03/26/2023 16:00:00,0.0264
03/26/2023 17:00:00,0.0487
03/26/2023 18:00:00,0.0550
03/26/2023 19:00:00,0.0557
03/26/2023 20:00:00,0.0377
03/26/2023 21:00:00,0.0298
03/26/2023 22:00:00,0.0546
03/26/2023 23:00:00,0.0573
03/27/2023 00:00:00,0.0555
03/27/2023 01:00:00,0.0313
03/27/2023 02:00:00,0.0251
03/27/2023 03:00:00,0.1243
03/27/2023 04:00:00,0.0992
03/27/2023 05:00:00,0.0299
03/27/2023 06:00:00,0.0255
03/27/2023 07:00:00,0.0506
03/27/2023 08:00:00,0.0459
03/27/2023 09:00:00,0.0258
03/27/2023 10:00:00,0.0195
03/27/2023 11:00:00,0.0457
03/27/2023 12:00:00,0.0476
03/27/2023 13:00:00,0.0295
03/27/2023 14:00:00,0.0239
03/27/2023 15:00:00,0.0460
03/27/2023 16:00:00,0.0528
03/27/2023 17:00:00,0.0535
03/27/2023 18:00:00,0.0486
03/27/2023 19:00:00,0.0246
03/27/2023 20:00:00,0.0583
03/27/2023 21:00:00,0.0657
03/27/2023 22:00:00,0.0452
03/27/2023 23:00:00,0.0387
03/28/2023 00:00:00,0.0387
03/28/2023 01:00:00,0.0546
03/28/2023 02:00:00,0.0532
03/28/2023 03:00:00,0.0730
03/28/2023 04:00:00,0.1069
03/28/2023 05:00:00,0.0467
03/28/2023 06:00:00,0.0538
03/28/2023 07:00:00,0.0426
03/28/2023 08:00:00,0.0393
03/28/2023 09:00:00,0.0388
03/28/2023 10:00:00,0.0382
03/28/2023 11:00:00,0.0377
03/28/2023 12:00:00,0.0386
03/28/2023 13:00:00,0.0386
03/28/2023 14:00:00,0.0391
03/28/2023 15:00:00,0.0403
03/28/2023 16:00:00,0.0428
03/28/2023 17:00:00,0.0441
03/28/2023 18:00:00,0.0464
03/28/2023 19:00:00,0.0550
03/28/2023 20:00:00,0.0571
03/28/2023 21:00:00,0.0411
03/28/2023 22:00:00,0.0320
03/28/2023 23:00:00,0.0421
03/29/2023 00:00:00,0.0543
03/29/2023 01:00:00,0.0523
03/29/2023 02:00:00,0.0444
03/29/2023 03:00:00,0.1116
03/29/2023 04:00:00,0.0824
03/29/2023 05:00:00,0.0167
03/29/2023 06:00:00,0.0518
03/29/2023 07:00:00,0.0498
03/29/2023 08:00:00,0.0318
03/29/2023 09:00:00,0.0137
03/29/2023 10:00:00,0.0449
03/29/2023 11:00:00,0.0472
03/29/2023 12:00:00,0.0101
03/29/2023 13:00:00,0.0386
03/29/2023 14:00:00,0.0492
03/29/2023 15:00:00,0.0503
03/29/2023 16:00:00,0.0381
03/29/2023 17:00:00,0.0311
03/29/2023 18:00:00,0.0328
03/29/2023 19:00:00,0.0527
03/29/2023 20:00:00,0.0542
03/29/2023 21:00:00,0.0543
03/29/2023 22:00:00,0.0413
03/29/2023 23:00:00,0.0235
03/30/2023 00:00:00,0.0427
03/30/2023 01:00:00,0.0519
03/30/2023 02:00:00,0.0509
03/30/2023 03:00:00,0.0187
03/30/2023 04:00:00,0.0326
03/30/2023 05:00:00,0.1188
03/30/2023 06:00:00,0.0872
03/30/2023 07:00:00,0.0017
03/30/2023 08:00:00,0.0484
03/30/2023 09:00:00,0.0446
03/30/2023 10:00:00,0.0000
03/30/2023 11:00:00,0.0456
03/30/2023 12:00:00,0.0473
03/30/2023 13:00:00,0.0000
03/30/2023 14:00:00,0.0580
03/30/2023 15:00:00,0.0422
03/30/2023 16:00:00,0.0472
03/30/2023 17:00:00,0.0276
03/30/2023 18:00:00,0.0322
03/30/2023 19:00:00,0.0594
03/30/2023 20:00:00,0.0590
03/30/2023 21:00:00,0.0310
03/30/2023 22:00:00,0.0285
03/30/2023 23:00:00,0.0597
03/31/2023 00:00:00,0.0482
03/31/2023 01:00:00,0.0509
03/31/2023 02:00:00,0.0149
03/31/2023 03:00:00,0.0397
03/31/2023 04:00:00,0.0498
03/31/2023 05:00:00,0.0464
03/31/2023 06:00:00,0.0033
03/31/2023 07:00:00,0.0480
03/31/2023 08:00:00,0.0811
03/31/2023 09:00:00,0.0917
03/31/2023 10:00:00,0.0207
03/31/2023 11:00:00,0.0498
03/31/2023 12:00:00,0.0362
03/31/2023 13:00:00,0.0118
03/31/2023 14:00:00,0.0499
03/31/2023 15:00:00,0.0528
03/31/2023 16:00:00,0.0447
03/31/2023 17:00:00,0.0167
03/31/2023 18:00:00,0.0524
03/31/2023 19:00:00,0.0618
03/31/2023 20:00:00,0.0482
03/31/2023 21:00:00,0.0226
03/31/2023 22:00:00,0.0563
03/31/2023 23:00:00,0.0566
04/01/2023 00:00:00,0.0552
