Time Bucket (America/Chicago),Casa 7-Mains_A (kWhs)
03/08/2023 06:00:00,0.0028
03/08/2023 07:00:00,0.0003
03/08/2023 08:00:00,0.0022
03/08/2023 09:00:00,0.0022
03/08/2023 10:00:00,0.0021
03/08/2023 11:00:00,0.0021
03/08/2023 12:00:00,0.0021
03/08/2023 13:00:00,0.0021
03/08/2023 14:00:00,0.0012
03/08/2023 15:00:00,0.0005
03/08/2023 16:00:00,0.0022
03/08/2023 17:00:00,0.0007
03/08/2023 18:00:00,0.0004
03/08/2023 19:00:00,0.0441
03/08/2023 20:00:00,0.0772
03/08/2023 21:00:00,0.0513
03/08/2023 22:00:00,0.0319
03/08/2023 23:00:00,0.0011
03/09/2023 00:00:00,0.0000
03/09/2023 01:00:00,0.0002
03/09/2023 02:00:00,0.0000
03/09/2023 03:00:00,0.0000
03/09/2023 04:00:00,0.0000
03/09/2023 05:00:00,0.0000
03/09/2023 06:00:00,0.0167
03/09/2023 07:00:00,0.0033
03/09/2023 08:00:00,0.0005
03/09/2023 09:00:00,0.0009
03/09/2023 10:00:00,0.0019
03/09/2023 11:00:00,0.0017
03/09/2023 12:00:00,0.0016
03/09/2023 13:00:00,0.0019
03/09/2023 14:00:00,0.0016
03/09/2023 15:00:00,0.0002
03/09/2023 16:00:00,0.0001
03/09/2023 17:00:00,0.0001
03/09/2023 18:00:00,0.0003
03/09/2023 19:00:00,0.0000
03/09/2023 20:00:00,0.0187
03/09/2023 21:00:00,0.0290
03/09/2023 22:00:00,0.0105
03/09/2023 23:00:00,0.0000
03/10/2023 00:00:00,0.0002
03/10/2023 01:00:00,0.0000
03/10/2023 02:00:00,0.0000
03/10/2023 03:00:00,0.0000
03/10/2023 04:00:00,0.0000
03/10/2023 05:00:00,0.0003
03/10/2023 06:00:00,0.0145
03/10/2023 07:00:00,0.0008
03/10/2023 08:00:00,0.0000
03/10/2023 09:00:00,0.0000
03/10/2023 10:00:00,0.0000
03/10/2023 11:00:00,0.0000
03/10/2023 12:00:00,0.0000
03/10/2023 13:00:00,0.0000
03/10/2023 14:00:00,0.0018
03/10/2023 15:00:00,0.0027
03/10/2023 16:00:00,0.0001
03/10/2023 17:00:00,0.0000
03/10/2023 18:00:00,0.0000
03/10/2023 19:00:00,0.0000
03/10/2023 20:00:00,0.0398
03/10/2023 21:00:00,0.0738
03/10/2023 22:00:00,0.0668
03/10/2023 23:00:00,0.0684
03/11/2023 00:00:00,0.0776
03/11/2023 01:00:00,0.0692
03/11/2023 02:00:00,0.0615
03/11/2023 03:00:00,0.0635
03/11/2023 04:00:00,0.0407
03/11/2023 05:00:00,0.0103
03/11/2023 06:00:00,0.0100
03/11/2023 07:00:00,0.0125
03/11/2023 08:00:00,0.0026
03/11/2023 09:00:00,0.0068
03/11/2023 10:00:00,0.0004
03/11/2023 11:00:00,0.0005
03/11/2023 12:00:00,0.0001
03/11/2023 13:00:00,0.0003
03/11/2023 14:00:00,0.0000
03/11/2023 15:00:00,0.0006
03/11/2023 16:00:00,0.0008
03/11/2023 17:00:00,0.0118
03/11/2023 18:00:00,0.0168
03/11/2023 19:00:00,0.0267
03/11/2023 20:00:00,0.0209
03/11/2023 21:00:00,0.0755
03/11/2023 22:00:00,0.1177
03/11/2023 23:00:00,0.0215
03/12/2023 00:00:00,0.0178
03/12/2023 01:00:00,0.0171
03/12/2023 03:00:00,0.0120
03/12/2023 04:00:00,0.0068
03/12/2023 05:00:00,0.0014
03/12/2023 06:00:00,0.0000
03/12/2023 07:00:00,0.0079
03/12/2023 08:00:00,0.0000
03/12/2023 09:00:00,0.0053
03/12/2023 10:00:00,0.0021
03/12/2023 11:00:00,0.0000
03/12/2023 12:00:00,0.0007
03/12/2023 13:00:00,0.0001
03/12/2023 14:00:00,0.0040
03/12/2023 15:00:00,0.0009
03/12/2023 16:00:00,0.0002
03/12/2023 17:00:00,0.0000
03/12/2023 18:00:00,0.0000
03/12/2023 19:00:00,0.0063
03/12/2023 20:00:00,0.0502
03/12/2023 21:00:00,0.0212
03/12/2023 22:00:00,0.0161
03/12/2023 23:00:00,0.0001
03/13/2023 00:00:00,0.0001
03/13/2023 01:00:00,0.0001
03/13/2023 02:00:00,0.0001
03/13/2023 03:00:00,0.0001
03/13/2023 04:00:00,0.0001
03/13/2023 05:00:00,0.0001
03/13/2023 06:00:00,0.0001
03/13/2023 07:00:00,0.0001
03/13/2023 08:00:00,0.0001
03/13/2023 09:00:00,0.0001
03/13/2023 10:00:00,0.0001
03/13/2023 11:00:00,0.0001
03/13/2023 12:00:00,0.0000
03/13/2023 13:00:00,0.0000
03/13/2023 14:00:00,0.0000
03/13/2023 15:00:00,0.0000
03/13/2023 16:00:00,0.0015
03/13/2023 17:00:00,0.0001
03/13/2023 18:00:00,0.0000
03/13/2023 19:00:00,0.0000
03/13/2023 20:00:00,0.0000
03/13/2023 21:00:00,0.0164
03/13/2023 22:00:00,0.0173
03/13/2023 23:00:00,0.0052
03/14/2023 00:00:00,0.0000
03/14/2023 01:00:00,0.0000
03/14/2023 02:00:00,0.0000
03/14/2023 03:00:00,0.0000
03/14/2023 04:00:00,0.0011
03/14/2023 05:00:00,0.0000
03/14/2023 06:00:00,0.0005
03/14/2023 07:00:00,0.0022
03/14/2023 08:00:00,0.0002
03/14/2023 09:00:00,0.0000
03/14/2023 10:00:00,0.0000
03/14/2023 11:00:00,0.0000
03/14/2023 12:00:00,0.0000
03/14/2023 13:00:00,0.0000
03/14/2023 14:00:00,0.0000
03/14/2023 15:00:00,0.0000
03/14/2023 16:00:00,0.0000
03/14/2023 17:00:00,0.0000
03/14/2023 18:00:00,0.0000
03/14/2023 19:00:00,0.0017
03/14/2023 20:00:00,0.0421
03/14/2023 21:00:00,0.0692
03/14/2023 22:00:00,0.0345
03/14/2023 23:00:00,0.0116
03/15/2023 00:00:00,0.0000
03/15/2023 01:00:00,0.0000
03/15/2023 02:00:00,0.0003
03/15/2023 03:00:00,0.0000
03/15/2023 04:00:00,0.0001
03/15/2023 05:00:00,0.0001
03/15/2023 06:00:00,0.0000
03/15/2023 07:00:00,0.0092
03/15/2023 08:00:00,0.0001
03/15/2023 09:00:00,0.0000
03/15/2023 10:00:00,0.0021
03/15/2023 11:00:00,0.0000
03/15/2023 12:00:00,0.0000
03/15/2023 13:00:00,0.0000
03/15/2023 14:00:00,0.0000
03/15/2023 15:00:00,0.0000
03/15/2023 16:00:00,0.0000
03/15/2023 17:00:00,0.0000
03/15/2023 18:00:00,0.0000
03/15/2023 19:00:00,0.0000
03/15/2023 20:00:00,0.0000
03/15/2023 21:00:00,0.0674
03/15/2023 22:00:00,0.0153
03/15/2023 23:00:00,0.0135
03/16/2023 00:00:00,0.0006
03/16/2023 01:00:00,0.0000
03/16/2023 02:00:00,0.0000
03/16/2023 03:00:00,0.0000
03/16/2023 04:00:00,0.0001
03/16/2023 05:00:00,0.0002
03/16/2023 06:00:00,0.0000
03/16/2023 07:00:00,0.0047
03/16/2023 08:00:00,0.0027
03/16/2023 09:00:00,0.0000
03/16/2023 10:00:00,0.0000
03/16/2023 11:00:00,0.0000
03/16/2023 12:00:00,0.0000
03/16/2023 13:00:00,0.0000
03/16/2023 14:00:00,0.0000
03/16/2023 15:00:00,0.0001
03/16/2023 16:00:00,0.0001
03/16/2023 17:00:00,0.0000
03/16/2023 18:00:00,0.0001
03/16/2023 19:00:00,0.0016
03/16/2023 20:00:00,0.0152
03/16/2023 21:00:00,0.0388
03/16/2023 22:00:00,0.0279
03/16/2023 23:00:00,0.0231
03/17/2023 00:00:00,0.0001
03/17/2023 01:00:00,0.0000
03/17/2023 02:00:00,0.0004
03/17/2023 03:00:00,0.0000
03/17/2023 04:00:00,0.0000
03/17/2023 05:00:00,0.0001
03/17/2023 06:00:00,0.0000
03/17/2023 07:00:00,0.0199
03/17/2023 08:00:00,0.0101
03/17/2023 09:00:00,0.0025
03/17/2023 10:00:00,0.0001
03/17/2023 11:00:00,0.0008
03/17/2023 12:00:00,0.0018
03/17/2023 13:00:00,0.0026
03/17/2023 14:00:00,0.0000
03/17/2023 15:00:00,0.0014
03/17/2023 16:00:00,0.0012
03/17/2023 17:00:00,0.0010
03/17/2023 18:00:00,0.0007
03/17/2023 19:00:00,0.0373
03/17/2023 20:00:00,0.0779
03/17/2023 21:00:00,0.0465
03/17/2023 22:00:00,0.0297
03/17/2023 23:00:00,0.0268
03/18/2023 00:00:00,0.0108
03/18/2023 01:00:00,0.0000
03/18/2023 02:00:00,0.0002
03/18/2023 03:00:00,0.0000
03/18/2023 04:00:00,0.0000
03/18/2023 05:00:00,0.0002
03/18/2023 06:00:00,0.0000
03/18/2023 07:00:00,0.0265
03/18/2023 08:00:00,0.0054
03/18/2023 09:00:00,0.0001
03/18/2023 10:00:00,0.0000
03/18/2023 11:00:00,0.0000
03/18/2023 12:00:00,0.0045
03/18/2023 13:00:00,0.0000
03/18/2023 14:00:00,0.0002
03/18/2023 15:00:00,0.0000
03/18/2023 16:00:00,0.0000
03/18/2023 17:00:00,0.0000
03/18/2023 18:00:00,0.0000
03/18/2023 19:00:00,0.0079
03/18/2023 20:00:00,0.0105
03/18/2023 21:00:00,0.0500
03/18/2023 22:00:00,0.0384
03/18/2023 23:00:00,0.0241
03/19/2023 00:00:00,0.0512
03/19/2023 01:00:00,0.0276
03/19/2023 02:00:00,0.0001
03/19/2023 03:00:00,0.0001
03/19/2023 04:00:00,0.0000
03/19/2023 05:00:00,0.0000
03/19/2023 06:00:00,0.0001
03/19/2023 07:00:00,0.0157
03/19/2023 08:00:00,0.0017
03/19/2023 09:00:00,0.0052
03/19/2023 10:00:00,0.0052
03/19/2023 11:00:00,0.0000
03/19/2023 12:00:00,0.0000
03/19/2023 13:00:00,0.0000
03/19/2023 14:00:00,0.0000
03/19/2023 15:00:00,0.0000
03/19/2023 16:00:00,0.0066
03/19/2023 17:00:00,0.0169
03/19/2023 18:00:00,0.0033
03/19/2023 19:00:00,0.0120
03/19/2023 20:00:00,0.0200
03/19/2023 21:00:00,0.0182
03/19/2023 22:00:00,0.0599
03/19/2023 23:00:00,0.0353
03/20/2023 00:00:00,0.0253
03/20/2023 01:00:00,0.0091
03/20/2023 02:00:00,0.0030
03/20/2023 03:00:00,0.0020
03/20/2023 04:00:00,0.0003
03/20/2023 05:00:00,0.0001
03/20/2023 06:00:00,0.0005
03/20/2023 07:00:00,0.0001
03/20/2023 08:00:00,0.0001
03/20/2023 09:00:00,0.0005
03/20/2023 10:00:00,0.0000
03/20/2023 11:00:00,0.0001
03/20/2023 12:00:00,0.0001
03/20/2023 13:00:00,0.0524
03/20/2023 14:00:00,0.0007
03/20/2023 15:00:00,0.0085
03/20/2023 16:00:00,0.0009
03/20/2023 17:00:00,0.0006
03/20/2023 18:00:00,0.0000
03/20/2023 19:00:00,0.0032
03/20/2023 20:00:00,0.0513
03/20/2023 21:00:00,0.0378
03/20/2023 22:00:00,0.0188
03/20/2023 23:00:00,0.0046
03/21/2023 00:00:00,0.0000
03/21/2023 01:00:00,0.0001
03/21/2023 02:00:00,0.0000
03/21/2023 03:00:00,0.0001
03/21/2023 04:00:00,0.0007
03/21/2023 05:00:00,0.0003
03/21/2023 06:00:00,0.0000
03/21/2023 07:00:00,0.0066
03/21/2023 08:00:00,0.0005
03/21/2023 09:00:00,0.0009
03/21/2023 10:00:00,0.0000
03/21/2023 11:00:00,0.0002
03/21/2023 12:00:00,0.0006
03/21/2023 13:00:00,0.0020
03/21/2023 14:00:00,0.0000
03/21/2023 15:00:00,0.0002
03/21/2023 16:00:00,0.0022
03/21/2023 17:00:00,0.0000
03/21/2023 18:00:00,0.0000
03/21/2023 19:00:00,0.0000
03/21/2023 20:00:00,0.0000
03/21/2023 21:00:00,0.0170
03/21/2023 22:00:00,0.0270
03/21/2023 23:00:00,0.0097
03/22/2023 00:00:00,0.0000
03/22/2023 01:00:00,0.0000
03/22/2023 02:00:00,0.0001
03/22/2023 03:00:00,0.0000
03/22/2023 04:00:00,0.0001
03/22/2023 05:00:00,0.0014
03/22/2023 06:00:00,0.0000
03/22/2023 07:00:00,0.0030
03/22/2023 08:00:00,0.0029
03/22/2023 09:00:00,0.0000
03/22/2023 10:00:00,0.0000
03/22/2023 11:00:00,0.0000
03/22/2023 12:00:00,0.0000
03/22/2023 13:00:00,0.0000
03/22/2023 14:00:00,0.0000
03/22/2023 15:00:00,0.0001
03/22/2023 16:00:00,0.0001
03/22/2023 17:00:00,0.0009
03/22/2023 18:00:00,0.0002
03/22/2023 19:00:00,0.0077
03/22/2023 20:00:00,0.0172
03/22/2023 21:00:00,0.0215
03/22/2023 22:00:00,0.0351
03/22/2023 23:00:00,0.0121
03/23/2023 00:00:00,0.0001
03/23/2023 01:00:00,0.0000
03/23/2023 02:00:00,0.0002
03/23/2023 03:00:00,0.0000
03/23/2023 04:00:00,0.0007
03/23/2023 05:00:00,0.0000
03/23/2023 06:00:00,0.0007
03/23/2023 07:00:00,0.0042
03/23/2023 08:00:00,0.0002
03/23/2023 09:00:00,0.0000
03/23/2023 10:00:00,0.0000
03/23/2023 11:00:00,0.0000
03/23/2023 12:00:00,0.0000
03/23/2023 13:00:00,0.0000
03/23/2023 14:00:00,0.0000
03/23/2023 15:00:00,0.0006
03/23/2023 16:00:00,0.0019
03/23/2023 17:00:00,0.0001
03/23/2023 18:00:00,0.0000
03/23/2023 19:00:00,0.0000
03/23/2023 20:00:00,0.0000
03/23/2023 21:00:00,0.0175
03/23/2023 22:00:00,0.0328
03/23/2023 23:00:00,0.0218
03/24/2023 00:00:00,0.0014
03/24/2023 01:00:00,0.0000
03/24/2023 02:00:00,0.0007
03/24/2023 03:00:00,0.0002
03/24/2023 04:00:00,0.0000
03/24/2023 05:00:00,0.0000
03/24/2023 06:00:00,0.0007
03/24/2023 07:00:00,0.0015
03/24/2023 08:00:00,0.0042
03/24/2023 09:00:00,0.0000
03/24/2023 10:00:00,0.0000
03/24/2023 11:00:00,0.0000
03/24/2023 12:00:00,0.0000
03/24/2023 13:00:00,0.0000
03/24/2023 14:00:00,0.0004
03/24/2023 15:00:00,0.0007
03/24/2023 16:00:00,0.0001
03/24/2023 17:00:00,0.0001
03/24/2023 18:00:00,0.0000
03/24/2023 19:00:00,0.0009
03/24/2023 20:00:00,0.0157
03/24/2023 21:00:00,0.0189
03/24/2023 22:00:00,0.0205
03/24/2023 23:00:00,0.0370
03/25/2023 00:00:00,0.0163
03/25/2023 01:00:00,0.0355
03/25/2023 02:00:00,0.0623
03/25/2023 03:00:00,0.0530
03/25/2023 04:00:00,0.0512
03/25/2023 05:00:00,0.0333
03/25/2023 06:00:00,0.0001
03/25/2023 07:00:00,0.0000
03/25/2023 08:00:00,0.0001
03/25/2023 09:00:00,0.0001
03/25/2023 10:00:00,0.0062
03/25/2023 11:00:00,0.0156
03/25/2023 12:00:00,0.0158
03/25/2023 13:00:00,0.0024
03/25/2023 14:00:00,0.0031
03/25/2023 15:00:00,0.0012
03/25/2023 16:00:00,0.0034
03/25/2023 17:00:00,0.0082
03/25/2023 18:00:00,0.0163
03/25/2023 19:00:00,0.0031
03/25/2023 20:00:00,0.0004
03/25/2023 21:00:00,0.0005
03/25/2023 22:00:00,0.0006
03/25/2023 23:00:00,0.0007
03/26/2023 00:00:00,0.0066
03/26/2023 01:00:00,0.0070
03/26/2023 02:00:00,0.0506
03/26/2023 03:00:00,0.0507
03/26/2023 04:00:00,0.0506
03/26/2023 05:00:00,0.0420
03/26/2023 06:00:00,0.0352
03/26/2023 07:00:00,0.0342
03/26/2023 08:00:00,0.0000
03/26/2023 09:00:00,0.0000
03/26/2023 10:00:00,0.0003
03/26/2023 11:00:00,0.0020
03/26/2023 12:00:00,0.0001
03/26/2023 13:00:00,0.0286
03/26/2023 14:00:00,0.1325
03/26/2023 15:00:00,0.0035
03/26/2023 16:00:00,0.0000
03/26/2023 17:00:00,0.0001
03/26/2023 18:00:00,0.0001
03/26/2023 19:00:00,0.0315
03/26/2023 20:00:00,0.0494
03/26/2023 21:00:00,0.0414
03/26/2023 22:00:00,0.0600
03/26/2023 23:00:00,0.1076
03/27/2023 00:00:00,0.0501
03/27/2023 01:00:00,0.0473
03/27/2023 02:00:00,0.0476
03/27/2023 03:00:00,0.0085
03/27/2023 04:00:00,0.0000
03/27/2023 05:00:00,0.0000
03/27/2023 06:00:00,0.0007
03/27/2023 07:00:00,0.0059
03/27/2023 08:00:00,0.0003
03/27/2023 09:00:00,0.0014
03/27/2023 10:00:00,0.0000
03/27/2023 11:00:00,0.0000
03/27/2023 12:00:00,0.0000
03/27/2023 13:00:00,0.0000
03/27/2023 14:00:00,0.0000
03/27/2023 15:00:00,0.0000
03/27/2023 16:00:00,0.0000
03/27/2023 17:00:00,0.0000
03/27/2023 18:00:00,0.0000
03/27/2023 19:00:00,0.0000
03/27/2023 20:00:00,0.0151
03/27/2023 21:00:00,0.0322
03/27/2023 22:00:00,0.0384
03/27/2023 23:00:00,0.0623
03/28/2023 00:00:00,0.0457
03/28/2023 01:00:00,0.0455
03/28/2023 02:00:00,0.0453
03/28/2023 03:00:00,0.0000
03/28/2023 04:00:00,0.0003
03/28/2023 05:00:00,0.0000
03/28/2023 06:00:00,0.0002
03/28/2023 07:00:00,0.0017
03/28/2023 08:00:00,0.0023
03/28/2023 09:00:00,0.0002
03/28/2023 10:00:00,0.0005
03/28/2023 11:00:00,0.0323
03/28/2023 12:00:00,0.0000
03/28/2023 13:00:00,0.0000
03/28/2023 14:00:00,0.0000
03/28/2023 15:00:00,0.0000
03/28/2023 16:00:00,0.0000
03/28/2023 17:00:00,0.0000
03/28/2023 18:00:00,0.0000
03/28/2023 19:00:00,0.0000
03/28/2023 20:00:00,0.0009
03/28/2023 21:00:00,0.0217
03/28/2023 22:00:00,0.0647
03/28/2023 23:00:00,0.0399
03/29/2023 00:00:00,0.0459
03/29/2023 01:00:00,0.0460
03/29/2023 02:00:00,0.0466
03/29/2023 03:00:00,0.0256
03/29/2023 04:00:00,0.0000
03/29/2023 05:00:00,0.0002
03/29/2023 06:00:00,0.0009
03/29/2023 07:00:00,0.0037
03/29/2023 08:00:00,0.0008
03/29/2023 09:00:00,0.0000
03/29/2023 10:00:00,0.0000
03/29/2023 11:00:00,0.0000
03/29/2023 12:00:00,0.0000
03/29/2023 13:00:00,0.0000
03/29/2023 14:00:00,0.0000
03/29/2023 15:00:00,0.0000
03/29/2023 16:00:00,0.0000
03/29/2023 17:00:00,0.0000
03/29/2023 18:00:00,0.0000
03/29/2023 19:00:00,0.0013
03/29/2023 20:00:00,0.0000
03/29/2023 21:00:00,0.0526
03/29/2023 22:00:00,0.0684
03/29/2023 23:00:00,0.0316
03/30/2023 00:00:00,0.0491
03/30/2023 01:00:00,0.0471
03/30/2023 02:00:00,0.0469
03/30/2023 03:00:00,0.0352
03/30/2023 04:00:00,0.0000
03/30/2023 05:00:00,0.0000
03/30/2023 06:00:00,0.0002
03/30/2023 07:00:00,0.0047
03/30/2023 08:00:00,0.0003
03/30/2023 09:00:00,0.0000
03/30/2023 10:00:00,0.0000
03/30/2023 11:00:00,0.0000
03/30/2023 12:00:00,0.0000
03/30/2023 13:00:00,0.0000
03/30/2023 14:00:00,0.0000
03/30/2023 15:00:00,0.0000
03/30/2023 16:00:00,0.0000
03/30/2023 17:00:00,0.0000
03/30/2023 18:00:00,0.0000
03/30/2023 19:00:00,0.0029
03/30/2023 20:00:00,0.0196
03/30/2023 21:00:00,0.0252
03/30/2023 22:00:00,0.0301
03/30/2023 23:00:00,0.0321
03/31/2023 00:00:00,0.0095
03/31/2023 01:00:00,0.0000
03/31/2023 02:00:00,0.0002
03/31/2023 03:00:00,0.0000
03/31/2023 04:00:00,0.0000
03/31/2023 05:00:00,0.0000
03/31/2023 06:00:00,0.0001
03/31/2023 07:00:00,0.0080
03/31/2023 08:00:00,0.0370
03/31/2023 09:00:00,0.0000
03/31/2023 10:00:00,0.0001
03/31/2023 11:00:00,0.0000
03/31/2023 12:00:00,0.0000
03/31/2023 13:00:00,0.0004
03/31/2023 14:00:00,0.0007
03/31/2023 15:00:00,0.0002
03/31/2023 16:00:00,0.0001
03/31/2023 17:00:00,0.0000
03/31/2023 18:00:00,0.0000
03/31/2023 19:00:00,0.0000
03/31/2023 20:00:00,0.0000
03/31/2023 21:00:00,0.0191
03/31/2023 22:00:00,0.0672
03/31/2023 23:00:00,0.0695
04/01/2023 00:00:00,0.0498
